,utente,commento,hotel,dataIns,rating
58,AndrAnto,"Posizione molto buona in zona tranquilla, si trova a pochissimi passi dal mare, e circa 800 metri dal centro dove c'è vita notturna e numerosi ristoranti, non avevo la cena inclusa in hotel quindi ho preferito andare fuori. Lo consiglio per chi va in auto così ha parcheggio nelle vicinanze e può andare facilmente nelle località vicine. La camera è dotata di aria condizionata che può essere regolata a proprio piacimento, complessivamente non è molto spaziosa ma sufficiente se non si hanno particolari pretese. Lo staff è gentile e disponibile, la colazione a buffet buona e abbondante (ad eccezione dei croissant che non mi sono piaciuti molto).",L'Alba Hotel,2019-07-05,4 stelle
59,AlbertoR91,"Ho soggiornato una sola notte e devo dire che mi sono trovato bene. L'hotel è pulito e ordinato, molto vicino al mare, il personale molto gentile, le camere normalissime rispecchiano le fotografie, i bagni sembrano nuovi. La colazione a buffet semplice, come nella maggior parte degli hotel. Offrono anche il servizio noleggio biciclette.Prezzo onesto",L'Alba Hotel,2019-07-05,4 stelle
60,Vittorio B,"Seppur siamo stati una sola notte, abbiamo apprezzato moltissime cose. La gentilezza dello staff, i pochi passi dal centro di Marina di Pietrasanta e dal mare e soprattutto una ricchissima colazione dolce e salata con bevande, come l'amato cappuccino, fatto al momento. Ci torneremo…",Hotel San Siro,2019-07-05,5 stelle
61,cubinho,"Abbiamo soggiornato a fine Agosto per tre notti io e la mia fidanzata. Siamo rimasti gradevolmente sorpresi dall’accoglienza, dalla disponibilità e dalle continue attenzioni dei titolari e di tutto lo staff. Abbiamo scelto la mezza pensione e la cucina è venuta incontro alle nostre esigenze alimentari, i piatti sono eccellenti, buoni e curati. Un’altra qualità che non passa inosservata è la pulizia delle camere e dell’hotel. Ottima posizione a pochi minuti dal mare e a due passi dalla zona pedonale. Consigliamo l’hotel per un piacevole soggiorno. Torneremo sicuramente in questo Hotel nel prossimo viaggio in Versilia. Un saluto Samuele e Silvia…",Hotel San Siro,2019-07-05,5 stelle
62,Manu Perrotta,"Un hotel stupendo, servizio igienico che è incredibile, pulitissimo, ordinato e veloce. Lo staff e manager gentilissimi, simpaticissimi e sempre molto disponibili, se per caso avete intenzione di farvi un giro per la marina di Pietrasanta fermati anche per una sola notte qui lo consiglio tantissimo a tutti …",Hotel San Siro,2019-07-05,5 stelle
63,roberta m,"Ho trascorso una sola notte a luglio con mia madre, piccolo, non molto moderno ma confortevole. Personale gentile e ottima colazione. Lo consiglio anche per la posizione, cinque minuti a piedi dal mare. ",Hotel San Siro,2019-07-05,4 stelle
64,alecardazzo,"Sono stato un fine settimana con amici a inizio luglio. Solo pernottamento. Hotel piccolo di dimensioni, altrettanto le camere. Ma adatto alle esigenze di un gruppo di ragazzi che decidono di trascorrere un fine settimana in Versilia. Prezzi buoni, buon rapporto qualità/prezzo. Il personale è stato molto gentile, molto disponibile ed accogliente, fuori dal comune. …",Hotel San Siro,2019-07-05,4 stelle
65,Meggie B,"Ho scelto questo hotel per caso e velocemente cercando su Google Maps per raggiungere mia sorella per tre gg al mare. Io e il mio compagno siamo rimasti molto contenti già solo per l'accoglienza: sorrisi, battute simpatiche e cortesia. Subito i titolari ci hanno mostrato il menù della cena, proponendo anche alternative, capendo al volo che non vado matta per il pesce. Tutto buonissimo, sono riuscita a gustarmi anche il pesce.Servizio ai tavoli top! Pulizia pure! Posizione anche!!Appena avrò la possibilità di tornare a Pietrasanta, alloggerò da loro di nuovo.Complimenti!",Hotel San Siro,2019-07-05,5 stelle
66,Elena S,"Hotel trovato per puro caso su Booking.com e quindi prenotato a scatola chiusa. Ottima scelta!vicinissimo al centro e alla spiaggia, personale gentile e disponibile, camere accoglienti dotate di un piccolo balcone utilissimo!Abbiamo scelto la soluzione B&B con colazione davvero super!Grazie a tutti!!!",Hotel San Siro,2019-07-05,5 stelle
67,Massimo R,"Eccomi, non potevo non recensire questo piccolo hotel per posizione strategica sia per quanto concerne il centro e sia la spiaggia. Ma veniamo al dunque. Faccio presente che siamo già stati qualche anno fa, e con la mia fidanzata abbiamo voluto ripetere la magnifica esperienza. Al check-in troviamo Barbara che con i suoi sorrisi ci fa sentire a casa. Per volontà abbiamo prenotato bed and breakfast per essere liberi di prenotare i tanti ristoranti che la Versilia offre, anche perché non si hanno problemi per il rientro in quanto ti forniscono di relativa chiave,pertanto a livello di ristorazione posso solo dire che la colazione é sopra la media della categoria. Anche il marito della proprietaria “mi sfugge il nome” non ne abbia a male si è dimostrato un ottimo consigliere della zona, si vede che è del posto. Che dire peccato essere tornati alla vita normale.. grazie ragazzi continuate così.",Hotel San Siro,2019-07-05,5 stelle
68,JuanaDany,"Abbiamo trascorso le nostre vacanze estive dello scorso anno in questo hotel gestito da persone amorevoli e squisite!!Hotel vicinissimo al mare ed alla passeggiata pedonale.Barbara, al ns. arrivo, ci ha fatto trovare il lettino da campeggio per ns. figlio che aveva 8 mesi, oltre al fasciatoio, la vaschetta per lavarlo e bavaglini usa e getta. Suo marito Andrea, ottimo chef, sia a pranzo che a cena preparava sempre il brodo di verdure per lui. Servizio totalmente gratuito.Hotel molto pulito, stanze comode ed ordinate e cibo veramente gustoso ed ottimo!Staff molto gentile. Un saluto particolare a Zara (amata da ns. figlio), Glenda e Francesco!Unica pecca, il mare perché la scorsa estate era veramente sporco.Un caro saluto a Barbara ed Andrea da Giovanna, Danilo e dal piccolo Alessandro!",Hotel San Siro,2019-07-05,5 stelle
69,Mylo85,"Sono stato per la prima volta in questa struttura a Marina di Pietrasanta. Location con posizione strategica, vicinissima al centro ed al lungomare. Proprietaria cordiale e gentile, ci ha salvato il sabato sera prestandoci un ombrello (di cui eravamo sprovvisti). Camere funzionali e pulite. Colazione abbondante, il cappuccino era molto buono (non come in molti altri hotel dove te lo fanno con la macchinetta automatica). Prezzi negli standard, 100 euro in 2 per la camera matrimoniale. Unica pecca forse è la mancanza di un parcheggio ampio interno, noi non abbiamo avuto problemi perché essendo settembre abbiamo lasciato l'auto lungo la strada. Se ricapiteremo anche l'anno prossimo da queste parti ci ritorneremo :-)",Hotel San Siro,2019-07-05,4 stelle
70,Luca R,Cortesia impeccabile da parte di tutto lo staff. Posizione prossima al mare con vista anche sulle Alpi Apuane. Cucina davvero buona e varia. Ambiente familiare in un contesto di professionalità. Abbiamo trascorso un ottimo weekend!,Hotel San Siro,2019-07-05,4 stelle
71,FRANCESCA_VERA,"Ho trascorso una breve vacanza io e mia figlia (4 anni) dal 7 al 12 agosto, siamo tornate a casa entusiaste!Posizione eccellente, a pochi passi dal lungo mare e quindi dalle spiagge attrezzate, 5 minuti di camminata da quella libera. Attaccata al via Versilia per passeggiate.Hotel a conduzione familiare, pulito, personale cordiale e preparato, cibo ottimo e disponibilità da parte della proprietà. Ottimo per famiglie.Noi ci torneremo di sicuro!!!!!",Hotel San Siro,2019-07-05,5 stelle
72,La P,"Rientrati pochi giorni fa da un bellissimo soggiorno all'Hotel San Siro.. che dire, tutto perfetto!!! E' la prima volta che portiamo la nostra gatta in albergo e devo dire che la disponibilità verso di lei e soprattutto verso di noi è stata totale. L'albergo si trova in ottima posizione per la passeggiata in centro e per le spiagge. La gestione familiare favolosa, tutti di una gentilezza assoluta a partire dai proprietari Barbara e Andrea (e Gianni un vero mito!) , fino ad arrivare ai camerieri di sala Zara,Glenda e Francesco. La pulizia delle camere ottima. Un apprezzamento in particolare ad Andrea, chef magnifico, la qualità dei cibi e la curatezza degli stessi non è cosa tanto usuale..piatti squisiti sia di carne che soprattutto di pesce, con possibilità di fare il bis (e nel nostro caso anche il tris ogni tanto!!). Noi ci siamo sentiti a casa e consigliamo quanto albergo per una vacanza di relax , di cortesia e disponibilità.. insomma se volete sentirvi come a casa vostra, non ci sono eguali!!! Spero riusciremo a tornare presto per riabbracciare tutti!!! Paola e Michele",Hotel San Siro,2019-07-05,5 stelle
73,poetessa_del_borgo,"Abbiamo trascorso tre giorni in questo hotel, e ci siamo trovate veramente bene. Cortesia, gentilezza sono all'ordine del giorno, e il clima che si respira è davvero familiare. Camera pulita e ordinata. Hotel a due passi dal mare, con qualsiasi tipo di servizio richiesto dal cliente ( parcheggio, noleggio biciclette). Abbiamo usufruito della mezza pensione, e i nostri complimenti vanno al cuoco per l'ottima cucina, con diversa scelta di piatti, e soprattutto molto buoni e curati, con possibilità di bis delle portate. Anche la colazione internazionale permette di sfamare ogni tipo di palato. Insomma davvero consigliato, quando torneremo a Marina di Pietrasanta torneremo sicuramente in quell'albergo. A presto. Manuela e Martina.",Hotel San Siro,2019-07-05,4 stelle
74,Luigi G,è una pensione vecchio stile. adatta a persone anziane. personalmente ho trovato molto scomoda la mia stanza una matrimoniale ad uso singola perchè di fatto era una stanza estremamente piccola. il giro letto era molto ridotto tanto da dover spostare la sedia in fondo al letto per passare. solo uno dei 2 lati del letto era utilizzabile con una larghezza di 1  metro per 2 . l'altro lato aveva uno spazio di circa 50 cm. per capirci una persona robusta non poteva soggiornarci. inoltre l'armadiatura era a ponte sopra il letto con il lato verso la finestra con doppio spigolo in diagonale per far aprire la finestra. ad onor del vero ho visto 2 camere vuote aperte e credo che le altre stanze fossero con una metratura normale. credevo di aver scelto un upgrade con una matrimoniale uso singola e invece si è rivelato un soggiorno molto scomodo. non è una questione di bassi prezzi. al momento della scelta erano disponibili a parità di px altri alberghi.ho semplicemente sbagliato scelta,Hotel San Siro,2019-07-05,2 stelle
75,Serena Noemi M,"L'hotel è un delizioso albergo di poche camere gestito a livello famigliare con quella cortesia e capacità atte a farti sentire ben accolto e a casa. Le stanze sono pulite e curate la nostra purtroppo un po' piccola, ma molto funzionale. Le camere sono dotate di balconcino e dei confort essenziali per una vacanza al mare. La cucina dell'albergo è ben curata ed attenta alle esigenze dei clienti.La posizione è straordinaria praticamente  a due passi dalla passeggiata di locali e negozi e vicinissima ai bagni ed alla spiaggia. Questo hotel è per chi vuole godesi il mare in modo comodo. Se soggiornerete qui non perdetevi la magnifica vista dal quarto piano è incantevole.",Hotel San Siro,2019-07-05,4 stelle
76,AlessioPelacani,Hotel molto carino e con un'ottima posizione vicino al mare e al centro. Titolari molto gentili unica pecca il parcheggio piccolo però nelle strade adiacenti ci sono vari parcheggi anche non a pagamento,Hotel San Siro,2019-07-05,4 stelle
77,Manuela F,"Siamo stati quattro notti con un bimbo di due anni e ci siamo sentiti come a casa. Personale gentilissimo, cibo di qualità e abbondante sia a colazione sia a cena, posizione strategica per il mare e per una passeggiata in centro. Prezzi concorrenziali, insomma siamo stati davvero bene, consigliatissimo per famiglie e non.",Hotel San Siro,2019-07-05,5 stelle
78,cata1976,"Prenotato tramite Booking grazie alle ottime recensioni  visualizzate. Confermo. Ambiente pulito, servizio eccellente e posizione strategica a 100 mt dal mare e 30 mt dalla zona pedonale. Personale disponibile e pronto ad accogliere le vostre richieste. Colazione buona a base di dolci, salato e frutta. Camera con terrazzino vista mare (almeno la nostra). Fantastico",Hotel San Siro,2019-07-05,5 stelle
79,VILMA58,"Siamo ritornati al San Siro come ormai facciamo da 5/6 anni e  la vacanza è  sempre ottima! La cucina è fantastica, Andrea è sempre molto attento ad accontentare tutti i palati e garantire la qualità. A Barbara, Gianni, Vittoria e a tutto lo staff un arrivederci al prossimo anno ! Grazie",Hotel San Siro,2019-07-05,5 stelle
80,La L,"Sono stata ospite di questo hotel nell'weekend del 2 Giugno.. Ero un po preoccupata leggendo le ultime recensioni qui, invece sono rimasta piacevolmente sorpresa, camera ampia , ben tenuta e pulita, cibo ottimo, buona colazione e personale disponibilissimo e gentile.  per me un ottima esperienza! A PRESTO E grazie di tutto…",La Versiliana Hotel,2019-07-05,4 stelle
81,Anna C,"Abbiamo soggiornato in questo hotel in occasione di un torneo di calcio giovanile a Pisa.  Appena arrivati non c' era acqua calda ( impensabile con ragazzi e bambini a seguito). Cibo scarso e scadente. Le receptionist ( una penso la proprietaria) scortese e scorbutica. Solo La cameriera in sala ( la più anziana) era gentile. Camere sporche. Alle mie continue lamentele,  la proprietaria ha risposto che essendo un gruppo,  lei aveva fatto un prezzo minore per cui quello che ci dava , già era abbastanza!!!! Ogni giorno ci rifilavano la carne avanzata del giorno prima con dei piselli crudi. Colazione scadente e povera. È mezza stella. Sicuramente non lo consiglio.  Non hanno manco il senso dell' ospitalità.…",La Versiliana Hotel,2019-07-05,1 stelle
82,Erminia V,"Struttura bella ma gestita malissimo personale scostumato e non qualificato sporco ovunque... ma questa è solo la punta dell’iceberg... la cosa inaccettabile e da denuncia e che il cibo oltre ad essere di scarsa qualità era riciclato dagli avanzi dei giorni prima. Ho portato mio figlio a fare un torneo di calcio con la sua squadra e vi dico solo che questi bambini, dagli 8 ai 14 anni, hanno fatto 4 giorni di digiuno. Esperienza bruttissima…",La Versiliana Hotel,2019-07-05,1 stelle
83,Sachiko9,"Da fuori si presenta come un bel palazzo, dotato di parcheggio (non per tantissime macchine, ma c'è abbastanza posto), con tavolini per stare all'aperto nel giardino, a neanche 5 minuti a piedi dalla spiaggia.  L'interno è ben tenuto nelle aree comuni, con un notevole sforzo di ammodernamento. La stanza aveva mobili nuovi, e sebbene fosse pulita necessitava comunque di qualche lavoro di manutenzione (in particolare le pareti).  Nonostante la cordialità del personale, è capitato frequentemente che alla reception non ci fosse nessuno.   Rapporto qualità/prezzo, seppur nella media della zona, direi inadeguato.…",La Versiliana Hotel,2019-07-05,3 stelle
