,utente,commento,hotel,dataIns
52,princess2400,"Premetto che eravamo alla nostra prima esperienza in campeggio, dunque non ho termini di paragone. Cominciamo dai lati positivi: il principale, mia figlia si è divertita tantissimo! Abbiamo affittato un caravan special per le prime 2 settimane di agosto, diciamo che dentro la roulotte si sta stretti, ma la veranda è molto bella e ben attrezzata. Ottima la location con una splendida pineta. La spiaggia non è enorme ma molto bella (peccato per gli avventori che per la maggioranza fumava in continuazione incurante di tutti gli altri). Il mare è bellissimo ma non degrada dolcemente, comunque i bambini si divertono un sacco. Il market e' ben fornito ed i prezzi sono equi. Non male anche il ristorante, mentre sui cocktail si potrebbe migliorare parecchio. Deludenti (in abbondanza) le serate a tema. Ottima la pulizia dei bagni e delle docce. Peccato che queste siano a pagamento con la gettoniera all'esterno. Il vero lato negativo è stata l'animazione: prima settimana, caldo torrido e i piccoli venivano portati all'interno del campeggio a fare lavoretti da asilo. La seconda settimana qualcosa facevano anche in pineta. Qualche animatore (per lo più i due ragazzi) facevano il possibile, le ragazze svogliate e più propense a chiedere recensioni positive che altro. Sull'acquagym stendiamo un velo pietoso. Gli spettacoli serali senza microfono erano veramente tremendi. Ho notato che i moderni camper facevano molta fatica ad entrare ed uscire dalle piazzole. Meglio avere un mezzo di trasporto per visitare i dintorni che sono spettacolari!",Camping Torre Castiglione,2019-07-05
53,Fanky76,"Unico lato positivo la pulizia dei bagni e la vicinanza alla spiaggia. Per la prima volta abbiamo deciso di prenotare un caravan (dopo anni passati in tenda) ma la delusione è stata grande: Caravan sporco e parti rotte e mal conservate, veranda esterna con cerniere rotte, zona cucina coperta ma con fornelli arrugginiti e sporchi, pentole inutilizzabili. Prezzo troppo alto per la scarsa qualità! Rispetto ad altri camping a 4 stelle i bagni sono puliti ma sprovvisti di ciambelle e senza carta igienica;le docce con acqua calda sono a pagamento con gettoni al costo di 50 cent. e con un solo gettone non riesci nemmeno a toglierti il sale dai capelli!Il bar ha prezzi un po' alti se si considera che per due cappuccini più due brioches si spende 6,00 €.Al ristorante abbiamo cenato due sere con scarsi risultati: la prima volta abbiamo preso una pessima tagliata (rimasta nel piatto) e un guazzetto di pesce poco saporito; la volta successiva abbiamo ordinato due pizze (gamberetti, prosciutto e funghi) un pochino bruciate e di scarsa qualità, con un'attesa di più di un'ora.La spiaggia è piccola ma con un bel mare, purtroppo sprovvista di servizi igienici e bar. Non credo che ci torneremo.",Camping Torre Castiglione,2019-07-05
54,raffaellamisserini,"Ho alloggiato in un caravan semplice per 15 gg con la mia famiglia. Pienamente condivisa la scelta di mettere le docce a gettoni in quanto, bensì l'acqua sia un bene prezioso per tutti, non sembra lo sia per molti turisti soprattutto del NORD (noi siamo di Brescia per sfatare ogni pregiudizio), che abbiamo visto in questo Campeggio.Padri e madri che usavano le docce fredde per lavare i piedi o le mani ai loro figli, lasciando scorrere a vuoto il resto dell'acqua. Bambini che poi scorrazzavano sulle loro biciclette, senza alcun controllo da parte dei suddetti genitori, all'interno del campeggio come schegge impazzite!!!  Questo appunto per dimostrare che l'educazione non deve essere solo pretesa dal personale della struttura nel quale si alloggia, ma si deve anche mettere in atto se la si possiede! Un particolare ringraziamento da parte nostra, alle Signore addette alle pulizie dei bagni, sempre puntuali e molto gentili. I ragazzi dell'animazione simpatici, educati e coinvolgenti. Che dire poi della spiaggia….piccola sì e un po' affollata in agosto, ma con un mare da favola. Il market però è effettivamente un po' caro. Noi abbiamo trascorso  una bellissima vacanza, ci siamo trovati molto bene e spero torneremo...",Camping Torre Castiglione,2019-07-05
55,Marco C,"Posto bello sul mare, ma ad agosto non c'è posto nella piccola spiaggia. Market e ristorante carissimi perché a meno di 2km non c'è altro. La cosa peggiore è il caos che regna tra roulotte e tende, nessuno fa rispetta re gli orari di silenzio anche di notte. Bravi i ragazzi dell'animazione che hanno regalato un po' di spensieratezza e aggregazione",Camping Torre Castiglione,2019-07-05
56,Fabio D,"Siamo stati con la famiglia per la prima volta in questa struttura col camper e le nostre attese sono state soddisfatte in pieno, sicuramente ci ritorneremo perché alle nostre bimbe è piaciuto tantissimo :D",Camping Torre Castiglione,2019-07-05
57,Cristina B,"Abbiamo alloggiato in una mobilhome, non mancava proprio niente ed è veramente pulitissimo. La location bellissima, mare meraviglioso. Buona, semplice e discreta l’animazione dei ragazzi. Molto silenzioso per dormire la notte. Campeggio immerso nella pineta. Necessaria l’auto per spostarsi anche se c’è un piccolo supermarket all’interno della struttura. Ci torneremo sicuramente.",Camping Torre Castiglione,2019-07-05
58,AleAnto16,"Camping caro, troppo caro per quello che offre.Pro:- pineta e spiaggia sabbiosa all'interno del camping - bagni pulitiContro:- prezzi di alloggio elevati - piazzole piccole- prezzi di bar/minimarket/pizzeria esagerati- si pagano a parte wi-fi e docce calde (nonostante le tariffe già elevate)- area giochi per bambini non illuminata di sera- animazione mediocre e per nulla simpatica- spiaggia piccola e sovraffollata- c'è una seconda spiaggia nel campeggio molto bella accessibile attraverso un breve sentiero, che è quella che si vede nella foto del profilo del camping: quest'estate presentava almeno due metri di alga, non risultando dunque accessibile. Pulirla no??- poca cortesia da parte degli operatori del campeggio- scarsa qualità del sonno dovuta al mancato rispetto degli orari del silenzio, sia di pomeriggio che di notte- pizzeria/ristorante di scarsa qualità (una sera abbiamo mangiato delle pizze crude e in un'altra occasione abbiamo super-pagato una spigola di appena 250 gr.), oltre che tempi di attesa lunghissimi nonostante non fosse pieno.A prova di tutto ciò vi è la constatazione che ad agosto erano presenti molte piazzole vuote. 3 anni fa ricordo che si faceva la coda per entrare.Dopo un anno di lavoro avevo aspettative elevate per le tanto meritate ferie e sono rammaricato per non essermi trovato bene.Di sicuro non ci ritornerò.",Camping Torre Castiglione,2019-07-05
59,Roberto P,"Per il secondo anno siamo tornati in questo campeggio bellissimo. Ci piace la comodità di avere l'accesso al mare diretto con la possibilità di scegliere tra lido attrezzato o spiaggia libera. Certo, un piccolo chiosco in spiaggia sarebbe il massimo anche solo x un gelato. Ottimo il ristorante con un corretto rapporto qualità prezzo. Il Bar una sera ha organizzato la sagra del purpu alla pignata e cozze, tutto buonissimo e serata riuscita.Torneremo sicuramente.. questo campeggio merita!",Camping Torre Castiglione,2019-07-05
60,vale87_11,"Venivo in questo campeggio 15 anni fa, l'ho ritrovato un po trascurato per quanto riguarda il verde e la manutenzione delle piazzole. La pulizia invece è sempre ottima. Ho soggiornato in una casa mobile di tipo L, funzionale e nuova. In generale il personale non molto brillante.... me lo ricordavo meglio!! Resta comunque un buon campeggio, comodo per la vicinanza al centro e alla spiaggia…",Camping Sabbiadoro,2019-07-05
61,arianna s,"Seconda volta che torno in questo campeggio in tenda, e di nuovo sono davvero soddisfatta. Spesso nei campeggi si tende a rinunciare agli alberi per fare più posto possibile, qui non è così, mai visto un campeggio così verde, sembra di stare in un bosco! Oltre a questo, bagni puliti, e prezzo conveniente. Personale disponibilissimo dato che ci hanno lasciato stare in piazzola fino al pomeriggio. Spero di tornare presto.…",Camping Sabbiadoro,2019-07-05
62,Sara C.,"Abbiamo soggiornato in questo camping una notte, di ritorno dalla Croazia, in concomitanza con il concerto di Ultimo, a cui mia figlia voleva assistere. All'accoglienza tutto abbastanza bene. La casa mobile a noi assegnata (modello L) non era molto pulita; era un po' troppo piccola per 6 persone e mancava un cuscino. Per parcheggiare la macchina vicino, poi, abbiamo dovuto fare mille manovre perché non c'era spazio.  La sera (era sabato) siamo usciti, chi per il concerto, chi per fare una passeggiata in centro. Siamo tornati a mezzanotte e ci siamo trovati l'ingresso carrabile del campeggio sbarrato; con noi, anche diverse altre persone. Alle nostre rimostranze, ci è stato detto che si può accedere in macchina solo fino alle 23, dopo di che la macchina va lasciata nel (minuscolo) parcheggio esterno. Quando abbiamo fatto presente che questo non ci era stato comunicato, il custode ha detto che potevamo leggerlo sull'etichetta che ci avevano attaccato al parabrezza (scritto talmente piccolo che quasi non si vedeva).  Non è pensabile che non si possa uscire di sabato sera, d'estate al mare, soprattutto in occasione di un evento così pubblicizzato, e non si possa poi riportare la macchina al parcheggio vicino alla propria sistemazione. Questa cosa andava fatta ben presente al momento del check-in! Oltrettutto, persone in coda dietro di noi ci hanno detto che, giusto la sera prima, erano rientrati dopo mezzanotte e avevano addirittura trovato 3 camper che stavano facendo il check-in!  Mi dispiace, ma non torneremo sicuramente in questa struttura!…",Camping Sabbiadoro,2019-07-05
63,Pimpumpamy,"Siamo stati in questo campeggio per il secondo anno consegutivo e l'esperienza è stata nuovamente molto positiva. Entrambi gli anni abbiamo soggiornato nelle casette che si presentano pulite,confortevoli e ben organizzate. Anche i bagni pubblici sempre puliti e in ordine. Sicuramente la voglia di tornarci nuovamente c'è!!…",Camping Sabbiadoro,2019-07-05
64,marcella805,Camping ben organizzato sia per le casette mobili che per i campeggiatori. Animazione quasi inesistente... Sicuramente per bambini che si sanno gestire da soli.... Serata piscina molto carina Il campeggio è pulito e tutto il personale cortese,Camping Sabbiadoro,2019-07-05
65,Matteo C,"Son stato qui con gli amici!Non sono un esperto di campeggi ma questo devo dire che merita!Personale gentilissimo sin dall arrivo.Pulizia delle strutture davvero molto buona.A due passi dalla spiaggia ed ha pure la piscina per gli ospiti del campeggio.Market superfornito e un buon ristorante.Devo dire che come esperienza e’ stata davvero buona e sicuramente se ne avrò l occasione,ritornerò!",Camping Sabbiadoro,2019-07-05
66,Michela P,"Non posso che confermare la recensione dell'anno scorso, ottimo campeggio, tenuto benissimo....noi avevamo casa mobile tipo L, pulita, comoda e funzionale. Piscina pulita e tenuta bene.... abbiamo fatto un giro anche nei bagni ""pubblici"" e abbiamo notato pulizia ovunque, piazzole ben tenute e personale gentilissimo.",Camping Sabbiadoro,2019-07-05
67,simona b,"Ottimo campeggio, strutturato molto bene. Personale gentile e disponibile. Prezzi ottimi. Piazzole di vari tipi. Noi abbiamo usufruito di quella standard, andava benissimo. Servizi sempre puliti. Bella la zona piscina. Vicino al mare. Noleggio bici con ottime tariffe. Market super rifornito. Altro discorso merita la pizzeria senza lode e senza gloria!!! Personale sempre molto gentile ma le pizze tiepide e senza gusto.Sicuramente 5 stelle per il campeggio, ma solo 2 per la pizzeria.",Camping Sabbiadoro,2019-07-05
68,Nicol Zorzini,"Ho soggiornato in un bungalow per due persone nella stagione di maggio 2018. Pulizia ottima e prezzo adeguato. Bagno con doccia grande, letto matrimoniale, cucinino con frigo e tutti gli utensili (bicchieri, posate, padelle,...). Piscine pulite e adeguate anche per bambini di tutte le età.",Camping Sabbiadoro,2019-07-05
69,luca v,"sono stato in camper per 2 notti, quindi un esperienza forse limitata ma: accoglienza e disponibilità notevoli (siamo arrivati di notte, ci hanno riservato uno spazio esterno e permesso l'utilizzo di tutti i servizi alle 00.45), piazzole in pineta ben ombreggiate e pulite, servizi (docce - spaziose e funzionali, wc) notevolissimi (tanti, pulitissimi, con phon, carta igienica, sapone per le mani). Personale molto cordiale.Assolutamente consigliato",Camping Sabbiadoro,2019-07-05
70,Adriano B,"ottimi servizi,bella la piscina da 25 metri e quella con idromassaggio,ottima accoglienza,ottimo il personale per qualsiasi esigenza,ci hanno lasciato anche usare il campeggio chiuso per lasciare liberi i cani,piazzole perfette,nessuna sporcizia,consiglio a tutti",Camping Sabbiadoro,2019-07-05
71,63meme,"Quest'anno abbiamo fatto il bis, c i siamo stati sia subito dopo ferragosto che ora in settembre, chiaramente la situazione e' diversa, ma malgrado le presenze in campeggio siano sicuramente e ovviamente diverse, la cura e la disponibilità del personale e dei servizi non e' cambiata, oramai sono anni che passiamo almeno un breve periodo in questa struttura, e non ci siamo mai pentiti, non mi dilungo sulla descrizione del posto, cosa già fatta in altre occasioni.Un grazie a tutto lo staff.",Camping Sabbiadoro,2019-07-05
72,TrashPolka,"Abbiamo soggiornato 2 settimane in modulo 2+2 hplus. I primi 3 giorni per nostra scelta siamo stati in una H 2+1, molto piccola è scomoda soprattutto se hai un bimbo di 1 anno. La 2+2 H Plus molto più spaziosa. Arredamento nuovo e casetta pulita. Il camping è molto vasto ma ci si gira facilmente. Il mare è a 5 minuti a piedi e il centro a 10 minuti in bicicletta. L offerta ombrelloni molto conveniente , un po’ meno L affitto delle biciclette. Nel complesso ci siamo trovati molto bene. Anche per alcuni problemi che abbiamo avuto , risolti in giornata. L animazione secondo me è un po’ da rivedere. Penso che ci ritorneremo .",Camping Sabbiadoro,2019-07-05
