,utente,commento,hotel,dataIns,rating
56,Francexo1971,"Nel complesso discreto la colazione ottima forse gli darei una ristrutturata , e alla mattina reception ottima poi però sia il personale pomeridiano che il portiere di notte un po’ musoni un sorriso ad una domanda vale la pena farlo .",Hotel Nord Est,2019-07-05,3 stelle
57,Corinnealex,"Ho soggiornato per un week end lungo con la mia famiglia in questo hotel!!!! Stanze di dimensioni poco gradevoli pensando che poi X fortuna a noi è capitata una suite che chiamarla così è un disonore alle bettole!!!!! Moquette in terra direi decisamente poco igienica, tende con dei buchi imbarazzanti e arredamento da anni 60!!!!! Tolto questo ritengo la ragazza ricciola mora alla reception poco indicata per fare questo lavoro..... fredda maleducata e a volte oserei dire scortese!!!!! Ha sbagliato pure il conto della camera dei miei suoceri che soggiornavano con noi e nemmeno un mi scusi anzi era infastidita!!!!! Mentre il resto del personale molto gentile!!! Noi avevamo pensione completa e X i pasti si doveva andare al ristorante vicino all’hotel..... insomma forse facevamo bene a non farla!!!!! Eravamo già stati a maggio in questa struttura e sinceramente eravamo stati meglio",Hotel Nord Est,2019-07-05,1 stelle
58,elisabetta m,"« Dall'Alpi alle Piramidi / dal Manzanarre al Reno all’hotel Nord Est noi non ne facciam a meno..Mi piace citare Alessandro Manzoni che con questa poesia ha voluto descrivere le conquiste di Napoleone Bonaparte....conquiste di grandi bellezze fatte da grandi eroi...E le bellezze ce le abbiamo sotto gli occhi: Hotel Nord Est é una di queste! Il paradiso delle famiglie: gentilezza, ospitalità, precisione e ordine!Grande e mitica Nada che non ci faceva mancare la sua presenza quotidiana  per rendere tutto brillante intorno  a noi; Andrea efficiente  come un orologio svizzero nell’organizzazione ...come pure “‘le quasi sorelle minori” ( molto professionali) Anna e Sofia ...le ragazze della reception..!Bora e Matteo: al mattino cominciava uno spettacolo diverso ogni giorno con le loro prelibatezze...dalle proteine ai carboidraiti e zuccheri in varie versioni degni di un hotel 4s...con i lori modi di fare e aneddoti si stava  sempre a proprio agio e in salute...Che dire di Daniela e il suo mitico marito che gestisce il bagno di fronte la spiaggia? I direttori di tutta l’orchestra! Bravissimi! Grazie di cuore: per averci fatto sentire in famiglia!!!!A presto! Elisabetta, Loris con Davide e Letizia",Hotel Nord Est,2019-07-05,5 stelle
59,Gianluca D,"Soggiornato a fine Luglio, ottima posizione e vista bellissima sul mare, camera piccola ma pulita ( un plauso alla sig.ra che sistemava la stanza, di Foggia, gentile e carinissima) in zona secondo me delle più belle a Rivazurra. Unico neo..professionale ma freddezza della ragazza all'accoglienza. Ultima sera , ci ha chiesto di pagare il vaucher per la cena ..quando poco prima avevo saldato intera cifra del soggiorno! e visto errore...neppure delle scuse che a parer mio, sarebbero state opportune. Mentre gentilissimi i camerieri alle colazioni ..bravissima la ragazza in particolare. Per quel neo..peccato.",Hotel Nord Est,2019-07-05,3 stelle
60,Skizzetta85,"Siamo stati solo 3 giorni purtroppo per noi... Lo staff sempre disponibile, ci hanno anche prestato il Passeggino per il mio piccolo, giochi per la Spiaggia e dato mille consigli ed informazioni.  Rimini è super accogliente ai turisti. Spiaggia 128 super anche con i Cagnolini. Anche in Hotel non abbiamo avuto alcun problema.  La Colazione Top ✌️🔝 pure i miei bambini hanno mangiato tanto, tutto buonissimo... Uova, becon Cetrioli e verdure varie... Inoltre c'è un angolo Bio e il Miele Grezzo nella C'era che ho adorato perché lo conoscevo! Ottimo tutto!  Posto super! Vicinissimo alla Spiaggia e al centro...  Consiglitiasimo Tin Botà per Mangiare, vicino, il migliore provato in zona.  Unica pecca che nell' hotel i cani non possono entrare a bar al 1' piano per fare colazione... Probabilmente per lo spazio, ma possono aspettare in camera, visto gli orari comodo (fino le 11 ci è stato detto). Cordiali ed educati tutto lo staff. Speriamo di tornarci presto.  Grazie mille…",Hotel Stresa,2019-07-05,5 stelle
61,djugo,"Dopo una faticaccia per trovare parcheggio arriviamo in reception e ci vine subito offerta una bevanda fresca molto apprezzata. Saliamo subito in stanza: dimensioni abbastanza ridotte, niente balconcino e una mini finistrella. Però il condizionatore funzionava benissimo. Bene in generale anche la pulizia e molto apprezzato il fatto che le bevande nel frigo fossero gratuite. Al mattino colazione dalle 7:30 davvero di buon livello e con buona varietà di scelta. Buona la posizione a 1 minuto dal mare e dalla fermata del bus. Ottimo il prezzo. Da tenere in considerazione per altri soggiorni brevi a Rimini.…",Hotel Stresa,2019-07-05,4 stelle
62,Sefora D,"Prenotai incuriosita dalle tante recensioni positive .Devo confermare assolutamente.Mai visto una colazione così , vasta e di ottima qualità , uno staff meraviglioso, gentilissimi e disponibili a tutto.Ho soggiornato per 3 notti con mio marito , mio figlio di 10 mesi e un Labrador di 6 anni,sono stati attenti a tutto e siamo rimasti davvero felici , alla prossima , Edy, Sefora , Niccolò e Kira…",Hotel Stresa,2019-07-05,5 stelle
63,Filly,Ciò che mi fa stare bene: trascorrere il tempo dedicato alle vacanze presso l'hotel Stresa. Un'accoglienza straordinaria quella riservata agli ospiti dalla bellissima Olga  e dal gentilissimo Gabriele. Una deliziosa colazione al mattino ( preparata dalle sapienti mani dello chef Fabio) è la giusta carica per iniziare la giornata. Ottimo il buffet del sabato sera.  Le camere pulitissime e dotate di ogni comfort permettono di trascorrere un soggiorno rilassante.   A presto! Filly…,Hotel Stresa,2019-07-05,5 stelle
64,paoloscordo,"Sono tornato a Rivazzurra e all'hotel Stresa anche quest'anno..Ho ritrovato la simpatia e l'accoglienza di Gabriele e del suo staff nel quale,nonostante qualche volto nuovo,ho ritrovato quell'aria di casa che ti fa sentire coccolato e apprezzato in quanto ospite gradito..Un ringraziamento allo staff delle colazioni con in capo Fabio e la sua bonomia,senza tralasciare le signore che si occupano della sistemazione delle camere..grazie anche a voi per la pazienza e la simpatia...come altri anni ho trovato nella colazione un surplus da hotel 5 stelle ..tutto cio' di cui sopra mi riporta ad affermare che il rapporto qualità prezzo è semplicemente piu' che ottimo..Arrivederci ragazzi a ..spero il prossimo anno......grazie di tutto…",Hotel Stresa,2019-07-05,5 stelle
65,Roberto N,"Confermo quanto recensito da moltissimi utenti, ottimo rapporto qualità prezzo: la colazione internazionale è davvero di livello superiore per la scelta e cura complessiva dei prodotti, camera modesta ma funzionale, infissi e sanitari nuovi. Gabriele e Olga sempre presenti in reception per qualsiasi bisogno o suggerimento. Si meritano il feedback assolutamente positivo.",Hotel Stresa,2019-07-05,5 stelle
66,gflandriscina,"Siamo molto soddisfatti, accoglienza straordinaria, tante attenzioni, ottima pulizia e buonissima colazione, uno staff giovane, sorridente e molto attento alle esigenze degli ospiti. Grazie a tutti!!!",Hotel Stresa,2019-07-05,5 stelle
67,Taras80,"Viaggio in famiglia di 4 notti per divertimento nei parchi divertimento presenti in zona Rimini e dintorni. Prima impressione della struttura molto buona. Ubicazione non molto distante dall'uscita autostradale e vicinissima al lungomare e ai tantissimi lidi riminisi. Parcheggio convenzionato in zona con tariffa molto agevolata. Appena varcata la porta dell'albergo siamo stati accolti come in ""famiglia"" da Gabriele! Gabriele e Olga meriterebbero una recensione a parte...dove non basterebbero pallini per la votazione! Dediti al loro lavoro, svolto con passione...sempre sorridenti, disponibili e pronti a consigliarti su itinerari e locali! La stanza assegnataci...una quadrupla... accogliente e pulita  con i normali comfort in dotazione.La colazione? Mai vista una colazione così!! Di tutto e di più... complimenti a Fabio e il suo staff!...sempre pronti a rifornire senza mai far mancare nulla!!Detto tutto ciò in maniera sintetica, altrimenti non basterebbero caratteri, è stato tutto oltre le nostre e normali aspettative! Praticamente perfetti sotto ogni punto di vista!  Grazie Hotel Stresa per la bellissima esperienza vissuta insieme a voi! Dario",Hotel Stresa,2019-07-05,5 stelle
68,Anna Prt,"Struttura accogliente, pulita, a tre passi dalla spiaggia.Personale alla mano e sempre disponibile, presente 24/24.Rapporto qualità- prezzo ottimo.Punto forte: LA COLAZIONE ECCELLENTE E VARIA.Torneremo.",Hotel Stresa,2019-07-05,5 stelle
69,giulianoITA,"Io e la mia famiglia siamo stati il fine settimana dal 24 al 26 Maggio 2019,posso dire che il personale a partire dalla reception, la cucina e la persona che cura le pulizie delle camere, sono stati tutti gentilissimi.Una colazione FAVOLOSA !!! c'è di tutto e di qualità.Molta attenzione anche nei confronti di mia moglie che essendo intollerante al glutine, ha comunque potuto mangiare diverse cose senza glutine.Le camere pulite ed ordinate con mini bar sempre rifornito di acqua gratuitamente.Un Hotel che pur avendo prezzi convenienti non scende di qualità, questo è quello che mi ha fatto molto piacere.",Hotel Stresa,2019-07-05,5 stelle
70,La Torre R,"Ottima posizione, camere sempre pulite,balcone, tranquillità, reception 24 ore, colazione molto generosa che accontenta anche le intolleranze. Ottimo rapporto qualità/prezzo.Personale professionale.Torneremo",Hotel Stresa,2019-07-05,5 stelle
71,Falefo,"Struttura molto accogliente che va oltre la semplice struttura alberghiera. Personale molto disponibile e capace di metterti a tuo agio già dall'arrivo come fossi in una famiglia. Camere molto pulite e ordinate, colazione internazionale per tutti i gusti e con grande varietà di prodotti freschi e con continuo rifornimento senza che manchi mai cibo sui vassoi. La struttura è a due passi dal mare e vicina alle maggiori attrazioni della zona. La cosa bella è che ti sanno consigliare dal ristorante al posto per divertirti perché li hanno ""testati"" tutti e quindi sanno di cosa parlano. Da non sottovalutare le varie convenzioni e sconti che hanno con ristoranti e parchi divertimento che sono sempre graditi. CONSIGLIATISSIMO per una vacanza serena e allegra.",Hotel Stresa,2019-07-05,5 stelle
72,Ali F,"Uno staff caloroso e professionale, mi hanno trattata come una regina! La pulizia delle stanze è impeccabile e il buffet della colazione delizioso! Un unico commento: per favore cambiate il cd di Mario Biondi ogni tanto!!!!!! :P  Un saluto ad Olga e Gabriele! :)Alice",Hotel Stresa,2019-07-05,5 stelle
73,Fiore,"Struttura pulita e accogliente.... Colazione abbondante, di qualità e molto variegata!!! Si può fare colazione fino alle 11 del mattino!!! Dal salato al dolce ed anche vengano. Personale professionale e gentilissimo!!! Posizione perfetta!!!",Hotel Stresa,2019-07-05,5 stelle
74,pietro l,"Siamo stati ospiti in questa struttura per 4 notti in occasione del campionato italiano di scherma di nostro figlio e ci siamo trovati benissimo ottima posizione colazione da 10 e lode e cosa positiva anche gli orari, fino alle 11 senza la fretta di alzarsi presto. Pulizia impeccabile e personale disponibile e cordiale soprattutto il proprietario Gabriele. Un ottimo punto di riferimento da tenere in considerazione. Ci vediamo sicuramente il prossimo anno al prossimo campionato e chi lo sa se non ci scappa un altra vacanza prima. Grazie di tutto.N. B.Pernottare qui ci ha portato pure bene, ci siamo portati via da Rimini anche la coppa 5° classificato mio figlio al campionato italiano. Ciaoooo",Hotel Stresa,2019-07-05,5 stelle
75,Maurizio C,"Per qualche giorno di vacanza a Rimino scelgo questo albergo con un prezzo vantaggiosissimo e incuriosito dall'enormità di recensioni positive. Ebbene tutto vero: da subito Gabriele ci accoglie come se fossimo clienti da anni, ci spiega servizi ed orari dell'albergo e ci offre una bevanda. La gentilezza e disponibilità del titolare e del suo staff ci hanno accompagnato per tutto il soggiorno.Camera pulita, con cassaforte, condizionatore e frigo bar . Colazione di quantità e qualità sia come salato, sia come dolce. Chicca: la fontana di cioccolato. Personale di sala attento e gentile. Possibilità di utilizzare gratuitamente biciclette dell'albergo.Rapporto qualità/prezzo più che eccellente.Ci tornerò sicuramente",Hotel Stresa,2019-07-05,5 stelle
76,Giovanni Z,"Gentilezza professionalità leggerezza fanno apparire in secondo piano il rapporto qualità prezzo (imbattibile).... Gabriele ed il suo staff sono veramente unici, la cucina a colazione sforna cose buonissime e freschissime. ... e da non ultima tutti dico tutti lavorano con il sorriso sulle labbra...",Hotel Stresa,2019-07-05,5 stelle
