utente;commento;hotel;dataIns;labelpers;tipo_lista
Elyl;Situato in ottima posizione per un viaggio di lavoro, spazioso parcheggio gratuito all'esterno.Camere ampie, letto grande, oltre ogni aspettativa, comodo, materasso e cuscini perfetti. Pulizia ottima, tranquillità. Colazione con ampia varietà di dolci, con scelta di salato, frutta fresca. Personale cordiale, professionale.Ottimo rapporto qualità prezzo.Un po' lontano dal mare.;Cosmopolitan Business Hotel;05/07/2019;sp;TRAINING
france600;Una trasferta di lavoro impone una notte a Civitanova. Arrivo in tarda serata. Check in veloce ed efficiente. Assegnano una camera particolarmente spaziosa (tre letti) anche se per uso singolo. Aria condizionata eccessiva con display che indica temperatura maggiore rispetto al reale. Ambiente pulito ed essenziale. Camera silenziosa e ben isolata anche rispetto a quelle contigue. Colazione a buffet con sezione dolce e salata ricca ma non sorprendente. Ottimo rapporto qualità prezzo. Comodissimo autostrada e tangenziale per Macerata. Logisticamente ottimale per trasferte di lavoro. Consigliabile…;Cosmopolitan Business Hotel;05/07/2019;sp;TRAINING
Elyl;Situato in ottima posizione per un viaggio di lavoro, spazioso parcheggio gratuito all'esterno.Camere ampie, letto grande, oltre ogni aspettativa, comodo, materasso e cuscini perfetti. Pulizia ottima, tranquillità. Colazione con ampia varietà di dolci, con scelta di salato, frutta fresca. Personale cordiale, professionale.Ottimo rapporto qualità prezzo.Un po' lontano dal mare.;Cosmopolitan Business Hotel;05/07/2019;sp;TRAINING
F703cT;Struttura nuova e tecnologicamente avanzata. Ottimo rapporto prezzo qualità.Personale sempre gentile e  disponibile.Camere pulite, climatizzazione ottima. Ampio parcheggio.Ristorante eccellente e bar fornito.;8piuhotel;05/07/2019;sp;TRAINING
dott.Review;Confortevole. Soprattutto per viaggi di lavoro. Tutto ciò che serve senza esagerare. Ottimo rapporto qualità/prezzo. Stanze ampie e comode. Pulizia e servizio ok. Parcheggio comodo e gratis.Consigliato.;8piuhotel;05/07/2019;sp;TRAINING
sterobigre;Scegliamo questo hotel per weekend a Bologna. Preferiamo essere a 1-1,5 km dal centro ma con la possibilità di parcheggio per auto (gratuito all'aperto per una decina d'auto, e sotterraneo per 5 Eur al giorno) sopratutto considerato che Bologna ha ZTL praticamente in tutto il centro storico e parcheggi solo a pagamento. Al momento della prenotazione troviamo conveniente il prezzo di 90 Eur con colazione per un 4 stelle. Struttura abbastanza nuova, camere ampie e confortevoli, con bagno grande e doccia molto ampia. Buone le rifiniture, incluso il parquet per terra. Qualche intoppo con la climatizzatine, risolto in una decina di minuti. Abbiamo trovato il materasso (Dorelan) un pò duro, ma ovviamente è  nostra valutazione personale perché abituati a casa con un memory. Colazione buona alla quale a mio avviso manca ancora qualcosa per avere pieni voti, considerato che siamo in un 4 stelle. Personale gentilissimo.  Rapporto qualità prezzo molto positivo…;UNAHOTELS Bologna Fiera;05/07/2019;sp;TEST
danielaO1765NK;Albergo accogliente, pulito, personale garbato. Un tantino decentrato, ma in questo momento dell'anno, malgrado il passaggio della famosa Millemiglia, quando i prezzi sono alle stelle, abbiamo beneficiato di un rapporto qualità prezzo assolutamente onesto.;UNAHOTELS Bologna Fiera;05/07/2019;sp;TRAINING
gio2059;Un buon hotel, direi anche ottimo ma il prezzo è un po’ alto. Inoltre credo che oggi, con le varie diete che esistono, sia un po’ limitante non avere per colazione a disposizione mandorle, noci, nocciole, macadamia, noci di Pekan;UNAHOTELS Bologna Fiera;05/07/2019;sp;TRAINING
cattafabio;Allora: hotel perfetto pulito, giovane appena ristrutturato/costruito silenzioso, colazione abbondante e ben fornita... unica pecca il clima troppo caldo perché a sentire loro per legge non potrebbero accende aria condizionata... (titubante)... ma ci sta dai... perfetto per qualità prezzo...;UNAHOTELS Bologna Fiera;05/07/2019;sp;TRAINING
Diego D;Situato in posizione perfetta per chi, come il sottoscritto, è costretto in Fiera per 3 giorni l Hotel è pulito, silenzioso e curato.Personale gentilissimo e cucina/room service di livello.Il prezzo è adeguato alla categoria ma, un paio di extra personali inizialmente non previsti si sono rivelati più che ragionevoli.Ci tornerò sicuramente.;UNAHOTELS Bologna Fiera;05/07/2019;sp;TEST
paco956;In prossimità della Fiera, potrete andarci anche a piedi, questo comodo hotel offre tutti i confort: camere comode pulite, ben climatizzate, staff cortese, parcheggio gratuito, buona colazione . Prezzi considerato il tutto ragionevoli. Ci tornerò ancora.;UNAHOTELS Bologna Fiera;05/07/2019;sp;TRAINING
Marti;Ho prenotato una notte con il mio fidanzato e ho scelto questo posto perchè dovevamo andare ad un evento all'Auditorium del Parco della musica ed era molto vicino (5 minuti a piedi). Ma alla fine si può scegliere anche per andare in centro perchè si trova sopra ad una fermata dell'autobus che ti porta direttamente in centro in una ventina di minuti.è stato molto facile arrivarci dalla stazione dato che è ben descritto il percorso da seguire.La persona alla reception ci ha accolto molto cortesemente dandoci tutte le informazioni che ci servivano e ci ha permesso di fare colazione anche appena arrivati. La camera era bella grande e pulita come pulito era il bagno.La colazione ha un'ampia scelta.. non si va via con la fame!Abbiamo ricevuto un grande servizio a basso prezzo! Siamo stati molto bene.;Parioli Bed & Business;05/07/2019;sp;TRAINING
Patatosters;E' un B&B comodissimo all'Auditorio Parco della Musica, nel quartiere residenziale dei Parioli. L'ho apprezzato per la cortesia e la disponibilità del gestore e per il fatto di essermi sentito a casa. Mi è piaciuta molto la sala da pranzo nella quale si può mangiare qualcosa o farsi il caffè a tutte le ore. Prezzi non economicissimi ma bisogna considerare la zona.;Parioli Bed & Business;05/07/2019;sp;TRAINING
Sergio M;Comodo per chi deve andare all'Auditorium ( 10 min a piedi) la camera abbastanza spaziosa. Colazione mediocre,tutti prodotti confezionati. Rapporto qualità prezzo non dei migliori.Non ho avuto tempo di verificare se c'è di meglio vicino l'Auditorium.;Parioli Bed & Business;05/07/2019;sp;TEST
Polporizzo;Ottimo rapporto qualità prezzo, cordialità, disponibilità, pulizia, la colazione pero meglio farla fuori...... specialmente il caffè..... imbevibile.....  non so se per la scarsissima qualità del caffè - marca sconosciuta super economica - o per inefficienza e vetusta della macchina per espresso!  Ma per quello che costa ci può stare;Parioli Bed & Business;05/07/2019;sp;TRAINING
DoctorPav;"Ci ho messo un po' a capire dove si trovava l'hotel in quanto all'interno di un palazzo e senza nessuna indicazione ma posso assicurare che dopo c'è....Sono arrivato di sera e come da accordi con il proprietario (molto gentile) mi ha aperto il portiere della palazzina.Sono entrato e l'impressione avuta è stata quella di un appartamento adibito a b&b e non mi sbagliavo...così era.La ""zona"" colazione un po' confusionaria e poco ricca.Aperta la stanza: camera accogliente con armadio spazioso a specchio, bagno con doccia...tutto molto pulito.Alla fine dato il prezzo non ci si può lamentare anzi...Se dovesse servirmi tornare in zona molto probabilmente tornerò qui.";Parioli Bed & Business;05/07/2019;sp;TRAINING
Wittgenstein55;Un posto speciale, ordinato pulito. Curato nei minimi dettagli non manca nulla. e il prezzo e veramente conveniente. La vicinanza al parco della musica rende ancora piu conveniente il soggiorno nella struttura;Parioli Bed & Business;05/07/2019;sp;TRAINING
alberto f;posto centrale anche se pino di sensi unici, camera grande e comoda doppi letti alla francese, accogliente, calda e silenziosa, personale simpaticissimo e accorto,  garage, il tutto ad un prezzo incredibilmente basso, la colazione e self service.;Parioli Bed & Business;05/07/2019;sp;TRAINING
Cristian M;rapporto qualità prezzo ottimohotel situato vicino al centrostruttura curata nei minimi particolari con elevati designcamera spaziosabagno con vasca da bagno e con lavandino trasparente top..un'enorme televisore a parete che ti fa sentire come sul divano di casa tuainsomma consiglio vivamente a tutti;AC Hotel Bologna by Marriott;05/07/2019;sp;TRAINING
totog71;Ottima soluzione su Bologna per riposare lontani dal Caos ma. In un contesto tranquillo e centrale. Ottima anche la Colazione ed rapporto qualità prezzo. Unica pecca la mortadella non all'altezza della situazione.;AC Hotel Bologna by Marriott;05/07/2019;sp;TRAINING
Francesco M;Consiglio questo albergo assolutamente Camere spaziose e caldePersonale disponibileRapporto prezzo-qualità straordinario Non giudico servizio bar e ristorante perché non ne ho usufruitoSono rimasto molto soddisfatto;AC Hotel Bologna by Marriott;05/07/2019;sp;TRAINING
