"utente"|"commento"|"hotel"|"dataIns"|"labelpers"|"tipo_lista"
"Bassethound85"|"Splendido agriturismo a mezz’ora da Lecco e all’inizio della Valle Imagna, abbiamo optato per il menu turistico a 25€ che comprendeva due portate. Tutto buono e molto abbondante. Quello però che lascia a bocca aperta e la quantità di animali che hanno, 40 cavalli, 10 maiali, lama, Alpaca , uccelli, rapaci meravigliosi conigli incredibili davvero complimenti un posto unico!Io ho fatto il corso di avvicinamento alla falconeria (25€) ma con solo 10€ si può avere un tutor che ti spiega tutti i principali animali di questo magnifico agriturismo!"|"Agriturismo & Scuderia della Valle"|"05/07/2019"|"sp"|"TRAINING"
"be_rto__"|"Hotel situato a 2000mt sul vulcano attivo più alto d'Europa. LOCATION (8/10):Ambiente rustico, con ampio utilizzo di elementi in legno a vista. Camere pulite, calde e confortevoli. Ampio bagno con doccia. Wi-fi funzionante.SERVIZIO (8/10):Personale cortese e disponibile. Nonostante la mancanza di neve, ci hanno prospettato una gradevole gita in quad, organizzata da EuroEtna Tourism.PASTI (8/10):Colazione davvero abbondante e variegata. Dolce, cornetti, plumcake, marmellate, muffin,... e salata, uova, salumi, formaggi...Possibilità di pranzare o cenare nel loro ristorante.CONTO (7/10):Pernotto e colazione 60€ a notte, febbraio.OPINIONE FINALE (8/10):Cliente ormai assiduo, sempre piacevole la visita. Consigliato."|"Rifugio Sapienza"|"05/07/2019"|"sp"|"TRAINING"
"Bibigor"|"Tutte le camere dell'hotel sono fantastiche ma non dovete perdervi la suite, vale ogni singolo euro speso. Ha l'accesso diretto in piscina, veranda con 3 lettini, soppalco con seconda zona notte e bagno separato. Ha la doppia vista: su Olbia e il tramonto e su tavolara el'alba. Regalatevi questo sogno. Colazione da 10 e lode, personale al top. Flavia"|"Hotel Luna Lughente"|"05/07/2019"|"lx"|"TRAINING"
"Bikernumberone"|"Ho soggiornato in questo hotel in occasione di un viaggio di lavoro a Bologna. Per andare in fiera la posizione è piuttosto buona, in meno di dieci minuti si arriva. Camera molto spaziosa e ben arredata, stessa cosa per il bagno: frigobar, cassaforte e tutto ciò che serve. Servizi buoni: parcheggio privato (un tantino caro e non ben segnalato secondo me) ristorante interno e ottima sala meeting. Una nota, a mio avviso, la colazione: mi è parsa un tantino scarsa per un 4 stelle. Ultima cosa: se ora si chiama UNAHOTELSANVITALE perché continuate a lasciare una indicazione differente all’estero?"|"UNAHOTELS San Vitale Bologna"|"05/07/2019"|"sp"|"TRAINING"
"bottarob"|"Ottimo albergo a ridosso della A14, comodo per chi vuole essere a due passi dal centro di Bologna e comunque poter ripartire velocemente.Camere pulite e ben dotate, ottimo rapporto qualità prezzo. Personale di ricevimento e partenza molto cortese, disponibile e professionale.Mi dispiace tuttavia segnalare non solo una colazione modesta e con poca varietà, ma anche il comportamento (spero occasionale) di alcuni membri dello staff che durante la colazione di Pasqua hanno in modo poco carino e non professionale quasi deriso e sbeffeggiato alcuni componenti di un gruppo di giapponesi che avevano avuto l'unica colpa di chiedere un cappuccino. Da agente di viaggio che gira moltissimi alberghi, lo trovo veramente inqualificabile, soprattutto perchè i malcapitati (tra l'altro molto gentili) non potevano comprendere i commenti indecorosi di questi camerieri."|"UNAHOTELS San Vitale Bologna"|"05/07/2019"|"sp"|"TEST"
"Camillabuccia"|"Io insieme alla mia famiglia abbiamo dormito in questo Villaggio in un piccolo boungalow. Aria condizionata funzionante, acqua calda immediata nella doccia. Piscine pulite e carine. Personale cordiale, prezzi per la colazione modici. Ci riandrei!"|"Camping Village Firenze"|"05/07/2019"|"sp"|"TRAINING"
"Carlo B"|"Ottima colazione e cena con prodotti tipici e naturali. La normativa della Valle d'Aosta prevede minimo 50% di propri prodotti + 30% della Regione. Complimenti a questo agriturismo. Spaccio dei formaggi di loro produzione (prezzi un pò elevati)"|"Agriturismo La Ferme du Grand Paradis"|"05/07/2019"|"sp"|"TEST"
"Carlo F"|"Servizio ottimo e consigli su misura , Camera e bagno puliti e confortevoli .Colazione ricca e sempre disponibile . Vicino il sevizio di trasporto ATAC  per il centro Vicinissimo all'auditorium della musica ."|"Parioli Bed & Business"|"05/07/2019"|"ce"|"TRAINING"
"carlofranz"|"Volevamo trascorrere alcuni giorni nella tranquillità e nella cortesia pusterese e al Camping Olympia non puoi sbagliare. Accoglienza impeccabile, servizi perfetti come sempre qui abbiamo trovato! Bravi!!!  Carlo & Silvana"|"Camping Olympia"|"05/07/2019"|"so"|"TRAINING"
"carlomagi"|"Viaggio spesso per lavoro per cui non amo molto gli Hotel e soprattutto i Grandi Hotel.Preferisco scegliere i Boutique Hotel per le atmosfere intime e di casa, eleganti ma non ingessate!Mi è capitato di alloggiare qui 3 notti in vista di un evento a Taormina.Dire alloggiare è dire poco: una esperienza fantastica!All’arrivo: il giovane team mi accoglie con un sorriso e mentre mi offrono da bere dell’ottimo vino dell’Etna sulla terrazza (l’Etna che sta di fronte) le valigie sono già in camera.Decido di pranzare, affamati dal viaggio: cucina con prodotti freschi, ricette del territorio ma con un pizzico di eleganza!Le camere sono delle opere d’arte, sembrano uscite fuori da una rivista di Design, con fraquanze per ambienti rilassanti, che ancora mi ricordo!Ottimi i consigli su cosa visitare a Taormina e dintorni, promuovendo il territorio.Sono stati giorni memorabili, indimenticabili e sono sicuro che tornerò di nuovo qui a Villa Ducale per il mio prossimo lavoro a Taormina… e anche per vacanza!"|"Hotel Villa Ducale"|"05/07/2019"|"lx"|"TRAINING"
"Carmine D"|"Il campeggio si trova in una posizione strategica per scoprire la Sardegna siamo stati in un bungalow confortevole pulito vicino al corpo centrale ,l'animazione piacevole e divertente un saluto particolare a Marcello e Marta ....ma anche a tutti gli altri .il personale molto disponibile ....sicuramente ci torneremo"|"Camping Village Capo d'Orso"|"05/07/2019"|"so"|"TEST"
"cattafabio"|"Allora: hotel perfetto pulito, giovane appena ristrutturato/costruito silenzioso, colazione abbondante e ben fornita... unica pecca il clima troppo caldo perché a sentire loro per legge non potrebbero accende aria condizionata... (titubante)... ma ci sta dai... perfetto per qualità prezzo..."|"UNAHOTELS Bologna Fiera"|"05/07/2019"|"sp"|"TRAINING"
"CHIBE"|"Hotel che necessita sicuramente della manutenzione nelle camere che risultano datate anche se pulite.Mi sarei aspettata prese funzionanti ai comodini per poter caricare gli ormai mille apparecchi tecnologici che si anno. Servizio alla reception normale in check in e piacevole in check out.Parcheggio coperto sotto l'hotel comodo per dimenticare la macchina ed usare i mezzi pubblici (la metro dista 2 minuti a piedi dall'hotel fermata Porto di Mare linea gialla), forse un pò caro ma in linea con i prezzi di hotel 4/5 stelle.La cosa che più ci ha delusi è sicuramente la colazione. poca qualità, succhi creati da buste e fatti  solo da zucchero e coloranti, frutta fresca pessima e poco appetibile, pane che sembrava del giorno prima, miele per pancakes ma pancakes assenti.. ho avuto colazioni migliori in 2-3 stelle. Dovessi tornare la colazione la farei al bar e spenderei decisamente molto meno.Abbiamo prenotato due camere ed abbiamo chiesto camere comunicanti, alla fine abbiamo avuto due camere vicine e nelle stesso piano ma non siamo riusciti a capire se l'hotel dispone di camere comunicanti."|"Starhotels Business Palace"|"05/07/2019"|"sp"|"TRAINING"
"Claudia C"|"Ho soggiornato nel nuovissimi Luxory lodge Ravelli con mio marito e mia figlia ed è stata un’esperienza magnifica. Gli appartamenti sono molto eleganti e confortevoli, docce con cromoterapia in entrambi i piani e una bellissima terrazza con sauna e idromassaggio privati. Alla mattina ti fanno trovare la colazione direttamente nell’ alloggio, il ristorante dell’hotel è molto elegante e il cibo ottimo. Il personale gentilissimo a soddisfare  qualsiasi nostra esigenza.... ci hanno fatto sentire come a casa ! ci ritorneremo sicuramente. Grazie!!!!…"|"Palace Ravelli"|"05/07/2019"|"lx"|"TRAINING"
"Claudio C"|"Abbiamo soggiornato con degli amici in questo hotel alle porte di Lecce. Struttura curatissima e pulita. Dotata di tutti i servizi, ristorante, ampio parcheggio, camere touch screen con personale gentile e cordiale. Si può raggiungere il centro sia in auto, oppure in 15 minuti a piedi. La colazione è ricca e varia."|"8piuhotel"|"05/07/2019"|"ce"|"TEST"
"Cricri18"|"Penso sia la ventesima volta che torniamo in questo hotel e devo dire che le aspettative sono sempre meglio, le stanze sono spaziose il letto è veramente comodo e largo, ottima la colazione e lo staff ..... gentilissimo  e apprezzano gli amici a 4 zampe!!!!! Ci vediamo presto."|"Cosmopolitan Business Hotel"|"05/07/2019"|"so"|"TRAINING"
"Cristian M"|"rapporto qualità prezzo ottimohotel situato vicino al centrostruttura curata nei minimi particolari con elevati designcamera spaziosabagno con vasca da bagno e con lavandino trasparente top..un'enorme televisore a parete che ti fa sentire come sul divano di casa tuainsomma consiglio vivamente a tutti"|"AC Hotel Bologna by Marriott"|"05/07/2019"|"sp"|"TRAINING"
"danielaO1765NK"|"Albergo accogliente, pulito, personale garbato. Un tantino decentrato, ma in questo momento dell'anno, malgrado il passaggio della famosa Millemiglia, quando i prezzi sono alle stelle, abbiamo beneficiato di un rapporto qualità prezzo assolutamente onesto."|"UNAHOTELS Bologna Fiera"|"05/07/2019"|"sp"|"TRAINING"
"Daniele P."|"Abbiamo soggiornato quattro giorni in un Alpine Lodge.....hanno praticamente tutto!!!! Ottimo punto di partenza per le escursioni e poi, al rientro, tutti in piscina a rinfrescarsi. Esperienza splendida. Da provare. Ci ritorneremo senz'altro! Grazie"|"Camping Olympia"|"05/07/2019"|"so"|"TRAINING"
"Danielecorn"|"Ho soggiornato con la mia ragazza in questa struttura, usufruendo del pacchetto suite + spa, e l'ho trovata semplicemente fantastica. Personale giovane e competente.  La suite del fuoco si presenta calorosa in tutti i suoi aspetti. La spa privata ha tutto il necessario per far passare 1 ora di completo relax.  Colazione in camera abbondante e di qualità. Cena in camera soddisfacente. Sicuramente tornerò a provare le spa suite.…"|"Halanus Hotel & Resort"|"05/07/2019"|"lx"|"TEST"
"DanieleM"|"Siamo stati due notti in questa splendida struttura a San Donato Milanese. Il Plaza è sempre una garanzia. Camere confortevoli, personale gentilissimo,  complimenti alle ragazze della reception Marina, Ersilia e Sara, simpatiche, gentili e sorridenti. Colazione top. Parcheggio con custode h24 a 7 euro al giorno. Ci torneremo. Un caro saluto.."|"Crowne Plaza Milan Linate"|"05/07/2019"|"so"|"TRAINING"
"Danjela V"|"Sono anni che prenoto qui e mai una delusione...magari leggermente fuori centro ma la fermata della metro é a due passi quindi nessun problema per muoversi. Buona la colazione è la pulizia,stanze spaziose"|"Starhotels Business Palace"|"05/07/2019"|"ce"|"TEST"
"danymr"|"Ci siamo stati per il nostro anniversario di matrimonio! La suite con vasca idromassaggio in camera e vista sul mare è stupenda! Molto romantica!Ci hanno accolti con un tortino al cioccolato offerto, anche senza glutine per mio marito, servito nella sala colazione con vista diretta sul mare! Uno spettacolo! Niente lasciato al caso! Bello! Nuovo! Pulito! Non vediamo l'ora di ritornarci per passare un pò di tempo in assoluto relax!!!!Grazie! ??"|"You & Me Beach Hotel"|"05/07/2019"|"lx"|"TEST"
"Dapa322"|"Per farla breve la signora proprietaria è di una  maleducazione e presunzione che non si addicono assolutamente a chi vuole fare un lavoro che la porti ad interagire con le persone e con dei clienti. Al mondo non esistono solo i soldi come è stato per loro, esistono la parola, il rispetto e le buone maniere. Gestioni di questo tipo meriterebbero di provare cosa significa non avere clienti e doverseli guadagnare. Mi dispiace solo per il personale che ci lavora perché sono tutti molto carini e disponibili e si vede che cercano di sopperire alla scarsità dei proprietari. Il camping in generale non può essere considerato un 4 stelle. Le deluxe sono molto belle ma per il resto assolutamente pessime. Abbiamo soggiornato una settimana in deluxe e due notti in Burstner e non c’è paragone considerando che la differenza di prezzo è di soli 10 euro a notte. Consiglierei di pulire in maniera più accurata anche quelle più vecchie e di fornirle di un equipaggiamento stoviglie un po’ più adeguato.…"|"Camping Torre Castiglione"|"05/07/2019"|"sp"|"TRAINING"
"daveferrux85"|"Ho soggiornato nella dimora rossetti, la suite in foto era meravigliosa e dal vivo lo è stata ancor di più,al nostro arrivo ci hanno fatto trovare luce soffusa, candele accese e della frutta su un tavolino che affaccia direttamente sulla piazza principale della città, la vasca idromassaggio è ovviamente un plus indiscutibile. Posizione centrale a pochi metri da uno degli scorci più belli della loggia Amblingh. Struttura ben tenuta e silenziosa. Tornerò per provare la suite D'Annunzio."|"Corte Rossetti Le Dimore B&B"|"05/07/2019"|"lx"|"TEST"
"Davide Bergamo"|"Bellissimo posto, diciamolo incantevole  Bravissimi lo staff sempre molto disponibili a risolvere ogni problematica.   In più SUPER l'animazione  bravissimi i ragazzi e le ragazze CHE CI LAVORANO  sanno coinvolgere tutti  Dai bimbi a noi adulti  "|"Camping Torre Castiglione"|"05/07/2019"|"so"|"TRAINING"
"davide d"|"Bel posto per passare una giornata in famiglia a contatto con la natura. Cucina discreta, menu fisso con prezzi in linea con la qualità. Personale gentile, locale ben curato, possibilità anche di pernottamento."|"Agriturismo & Scuderia della Valle"|"05/07/2019"|"sp"|"TRAINING"
