"utente"|"commento"|"hotel"|"datains"|"tipo_lista"|"labelpers"
"tommint67"|"Ai piedi dell’ingresso del Parco del Gran Paradiso, agriturismo ruspante con ristorante annesso. Ovviamente reception inesistente: al nostro arrivo abbiamo dovuto rintracciare la titolare che serviva ai tavoli del ristorante, dopo essere stati totalmente ignorati da 2 dipendenti di passaggio. Camera in stile montano, ampia ma poco ospitale e vista stalla: 190 euro. Cena al ristorante, con menù fisso flan, tagliatelle e petto di pollo: 30 euro a testa bevande escluse. Chiesto degli asciugamani in piu’: li stiamo ancora aspettando! Buona la colazione. La struttura è gradevole, in posizione invidiabile ma non può proporre prezzi da 4 stelle in centro Milano senza dare servizi adeguati: totalmente fuori mercato. Non consigliato a questi prezzi.…"|"Agriturismo La Ferme du Grand Paradis"|"05/07/2019"|"TRAINING"|"sp"
"totog71"|"Ottima soluzione su Bologna per riposare lontani dal Caos ma. In un contesto tranquillo e centrale. Ottima anche la Colazione ed rapporto qualità prezzo. Unica pecca la mortadella non all'altezza della situazione."|"AC Hotel Bologna by Marriott"|"05/07/2019"|"TRAINING"|"sp"
"TrashPolka"|"Abbiamo soggiornato 2 settimane in modulo 2+2 hplus. I primi 3 giorni per nostra scelta siamo stati in una H 2+1, molto piccola è scomoda soprattutto se hai un bimbo di 1 anno. La 2+2 H Plus molto più spaziosa. Arredamento nuovo e casetta pulita. Il camping è molto vasto ma ci si gira facilmente. Il mare è a 5 minuti a piedi e il centro a 10 minuti in bicicletta. L offerta ombrelloni molto conveniente , un po’ meno L affitto delle biciclette. Nel complesso ci siamo trovati molto bene. Anche per alcuni problemi che abbiamo avuto , risolti in giornata. L animazione secondo me è un po’ da rivedere. Penso che ci ritorneremo ."|"Camping Sabbiadoro"|"05/07/2019"|"TRAINING"|"sp"
"Valentina B"|"Abbiamo passato 1 notte in una delle loro suite , molto molto carina curata nei dettagli e molto caratteristica, vista meravigliosa dal balcone. Il servizio ottimo, noi siamo un po’ esigenti ma lo staff è riuscito ad accontentarci in tutte le nostre richieste sempre con il sorriso e la cortesia. Lo raccomando per chi desidera una vacanza in tranquillità e immerso nella natura.Sottolineo ancora la disponibilità e gentilezza del personale. Torneremo sicuramente …"|"Chalet Lago Antorno"|"05/07/2019"|"TRAINING"|"lx"
"Valentina D"|"Ho trascorso la notte di Pasquetta in questo hotel nella suite dell'Acqua con all'interno la vasca idromassaggio, è stato spettacolare, in totale relax.Stanza pulita e molto accogliente. Personale gentilissimo. E' stato un ottima scelta, ci tornerei volentieri."|"Halanus Hotel & Resort"|"05/07/2019"|"TRAINING"|"lx"
"valeriaungaro"|"Il camping è davvero molto bello. Accogliente sia dal punto di vista del personale,sia nella cura della struttura. Spazio molto grande e ben segmentato, i bagni sempre molto puliti. All'interno c'è un ristorante,una gelateria,un bar e un negozio di alimentari(Crai). Sono presenti anche due bazzar!!…"|"Europa Camping Village"|"05/07/2019"|"TRAINING"|"ce"
"Vali0001"|"Campeggio che merita sotto tutti gli aspetti.....pulito,ben attrezzato,servizi igienici ben tenuti,spiaggia e mare stupendi.Esperienza molto positiva.Piazzuole spaziose,market ben rifornito,ristorante e bar con qualità e prezzo buoni."|"Camping Village Capo d'Orso"|"05/07/2019"|"TRAINING"|"sp"
"VerdurasFamily"|"Camera moderna e pulita, letto comodo. Temperatura ottimale. Accesso con tessera elettronica. Sistema luci tuch ad icone comodo e semplice. Spazi di appoggio abbondanti, armadio comodo e illuminato. Enorme porta finestra che da su un bel balconcino (ma non è zona per guardare il panorama). Bagno con doccia enorme. Soffione e doccetta con pressione più che abbondante e temperatura acqua sempre calda!Colazione con molta scelta.Riposato bene quindi soddisfatto."|"UNAHOTELS Bologna Fiera"|"05/07/2019"|"TRAINING"|"ce"
"Vir90"|"Ottimo soggiorno, ottimo albergo, ottima la pulizia e buonissima la colazione della mattina. Il personale gentile ed educato. Consiglio questo posto in quanto è anche vicinissimo al centro, con 5 minuti di macchina si arriva facilmente."|"Cosmopolitan Business Hotel"|"05/07/2019"|"TRAINING"|"ce"
"wandrlst15"|"Cena in questo agriturismo che ritengo bellissimo: il luogo, immerso nel verde, È molto particolare e rilassante, tutto il parco intorno con animali e percorsi da fare a piedi sono veramente graziosi. Parlando del pasto: cibo veramente buono in porzioni abbondanti ( consigliato l'antipasto con tagliere di salumi e formaggi!) ed il prezzo è veramente conveniente. Adatto anche a vegetariani ( avvisate magari prima ). Consigliato, soprattutto in periodi primaverili in cui godervi anche l'esterno!"|"Agriturismo & Scuderia della Valle"|"05/07/2019"|"TRAINING"|"sp"
"Wittgenstein55"|"Un posto speciale, ordinato pulito. Curato nei minimi dettagli non manca nulla. e il prezzo e veramente conveniente. La vicinanza al parco della musica rende ancora piu conveniente il soggiorno nella struttura"|"Parioli Bed & Business"|"05/07/2019"|"TRAINING"|"sp"
"Worktrotter"|"Accoglienza cordiale, stanza ampia e pulita, ottimamente insonorizzata, letto comodo. Colazione soddisfacente, personale gentile. Rapporto qualità/prezzo ottimo. Certamente un hotel che ha bisogno di una ristrutturazione, ma mi aspettavo dalle recensioni lette una catastrofe. Invece, ho trovato un ambiente accogliente e piacevole."|"Starhotels Business Palace"|"05/07/2019"|"TRAINING"|"sp"
"Zex"|"Piccolo ma veramente delizioso campeggio. Siamo stati qui per un fine settimana con un camper in 5. Piazzola media ma ben servita, market piccolino ma con la giusta offerta. Servizi completi, bagni molto ben curati, ristorante associato molto delizioso e gustoso. È stato un fine settimana decisamente rilassante e molto goduto. Ci tornerò di sicuro. …"|"Camping Olympia"|"05/07/2019"|"TRAINING"|"ce"
"Marco P"|"Ottima struttura e personale cordiale. Lo consiglio vivamente. La struttura è molto moderna e funzionale. Non è molto distante dal centro di bologna, a piedi si impiegano circa 25 min per raggiungere il centro di Bologna."|"Savhotel"|"05/07/2019"|"TRAINING"|"ce"
"Lidia F"|"La competenza, la professionalità e la singolare gentilezza di tutto il personale, l'ho riscontrata fin dalla prima telefonata fatta per conoscere l'albergo. L'accoglienza è stata calda e gioviale oltre che professionale. Durante la nostra permanenza, abbiamo potuto usufruire di una palestra e del solarium con Jacuzzi, lettini per rilassarsi, tavolini e sedie per gustarsi volendo, un buon drink in terrazza. La stanza molto ben arredata e completa di tutto, io avevo preso una Superior. Il ristorante è tra le note di merito dell'albergo, ottima la cucina e impeccabile il personale. Consiglio assolutamente questo albergo a chi desidera soggiornare a Bologna, 5 stelle meritatissime. Torneremo di sicuro qui se dovessimo tornare a Bologna.…"|"Savhotel"|"05/07/2019"|"TRAINING"|"so"
"piperita p"|"Ci siamo  fermati solo due notti ma è  stata una  esperienza positivissima. Location  incantevole, proprietari gentilissimi e professionali. Rapporto qualità  prezzo imbattibile. Lo consiglio vivamente anche  perché  in posizione  strategica  per visitare Taormina  e dintorni pur essendo  tranquillo e silenzioso, immerso come è  in un grande aranceto. Notevole anche la colazione con dolci freschi prodotti di alta qualità  . Ci torneremo  sicuramente …"|"B&B Villa Valentina Taormina"|"05/07/2019"|"TRAINING"|"sp"
"max15126"|"ho soggiornato presso questa struttura dopo aver letto varie recensioni, che aggiungere ancora, tutto ottimo , la casa è inserita in un aranceto e si può fare la colazione all'aperto . Le stanze e il bagno sono perfetti e pulitissimi.un grazie  a Alessandro e Laura."|"B&B Villa Valentina Taormina"|"05/07/2019"|"TRAINING"|"so"
"Federico C"|"Ottima location ottima sistemazione. Una perfetta sistemazione per chi vuole visitare Taormina e dintorni. Facile da raggiungere.Stanza perfetta ed ampia. Nulla da eccepire. Servizio ottimo e prima colazione molto soddisfacente.Un punteggio pieno a 5 stelle !Alla prossima"|"B&B Villa Valentina Taormina"|"05/07/2019"|"TRAINING"|"ce"
"Anna S"|"Ne avrei date 10,100,1000 di stelle ma il massimo è 5....solo di cortesia da parte di Laura e Alessandro e dalla simpatia del mitico amico a 4 zampe....ci hanno aiutato a trovare tutte le località indicandoci le vie da percorrere e sempre disponibili a tutto pur di aiutarci essendo la prima volta in Sicilia!!!! Appena arrivate ci siamo trovate immerse da aranceti dal profumo fantastico, camera con visuale panoramica e difronte a noi l Etna... Lontane dal caos cittadino, abbiamo respirato pace e tranquillità!!!! camere ampie, pulizia eccellente, colazione ricca di tutto, dal dolce al salato!!! Rapporto qualità prezzo ottimo!!!! Sarei rimasta volentieri un altra settimana!!!! Davvero davvero tutto fantastico"|"B&B Villa Valentina Taormina"|"05/07/2019"|"TRAINING"|"sp"
"Stefania D"|"Da subito abbiamo riscontrato gran cortesia e disponibilità da parte di Alessandro, dalla fase della prenotazione al ricevimento in struttura. Gentilissima la moglie e simpaticissimi, una gran accoppiata. Disponibilissimi anche nell'indicarci spiagge e paesi da visitare e locali dove poter cenare con piatti locali. Camere pulite e colazione abbondante. il Top. Grazie mille per il splendido soggiorno. Stefania e Massimo"|"B&B Villa Valentina Taormina"|"05/07/2019"|"TRAINING"|"so"
"Giuseppe R"|"Ottimo luogo per un soggiorno tranquillo a pochi minuti da Taormina ed altre località turistiche. Camere ampie e pulite. Colazione ottima. Bella tutta la sistemazione degli esterni compreso un agrumeto che circonda il luogo. Molto gradevole  la vasca esterna  con vista Etna per piacevole idromassaggio pomeridiano al rientro."|"B&B Villa Valentina Taormina"|"05/07/2019"|"TRAINING"|"ce"
"Gierre90"|"Io e il mio ragazzo abbiamo soggiornato in questo b&b tre notti. L’abbiamo scelto grazie alle recensioni positive degli utenti di Tripadvisor e non possiamo che confermare: posto meraviglioso vicino a Taormina e Giardini Naxos, ma nella quiete di un aranceto stupendo con vista sull’Etna camera e bagno molto spaziosi e dotati di ogni confort (materasso molto comodo, cassaforte, frigo, bollitore, ecc.) pulizia molto accurata sia in camera che negli spazi comuni posto auto proprietari deliziosi, amanti del proprio lavoro e pronti a fornire consigli su luoghi da visitare e ristoranti nella zona colazione dolce e salata sempre fresca e varia, consumabile all’interno o in giardino vasca idromassaggio a disposizione dei clienti. Insomma, lo consiglio davvero a tutti! Grazie ancora ai proprietari!"|"B&B Villa Valentina Taormina"|"05/07/2019"|"TRAINING"|"ce"
"luisa19562018"|"B&B ottimo per chi vuole visitare la zona di Taormina e dell'Etna soggiornando in un luogo tranquillo. In pochi chilometri si raggiungono le spiagge di Giardini Naxos e le località turistiche della zona. Molto gentili i proprietari, che ci hanno ben consigliato anche sui ristoranti. Molto buone le camere, ottima la colazione, gradevolissimo l'ambiente (prato, giardino, vasca idromassaggio). Tornerei senz'altro."|"B&B Villa Valentina Taormina"|"05/07/2019"|"TRAINING"|"ce"
"notturnoitaliano"|"In questo posto meraviglioso e accogliente ci ha dato una gioia immensa di ritornare e trovare una accoglienza sempre stupenda e cordiale. La camera bella moderna, spaziosa e soleggiata che ci fatti sentire subito a nostro agio, i prodotti della colazione ogni giorno freschi fatti da Laura e Alessandro. La gentilezza estrema dei propietari ci ha fatti sentire come a casa. Lo consigliamo di cuore ai viaggiatori che si recano in Sicillia. A presto, grazieeeeee!!!!! Giuseppe e Natali"|"B&B Villa Valentina Taormina"|"05/07/2019"|"TRAINING"|"so"
"Anna P"|"Ho soggiornato una sola notte insieme al mio ragazzo in questo B&B .. che dire.. fantastico.. struttura moderna immersa nel verde, curata in ogni minimo dettaglio, pulizia eccellente, personale disponibile e gentile! Lo consiglio !"|"B&B Villa Valentina Taormina"|"05/07/2019"|"TRAINING"|"ce"
"ToninoBua"|"Hotel datato,ma accettabile. Buona pulizia,posizione ottima 100 metri da corso Umberto. Tv in camera molto piccolo,io ho preso una Superior ristrutturata da poco,ho visto le altre camere standard e non sono state di mio gradimento. Personale eccezionale,garbato e gentile."|"Hotel Continental"|"05/07/2019"|"TRAINING"|"ce"
"Fabio P"|"Siamo stati in questa splendida struttura in occasione di un evento enogastronomico. Molto comodo, pulito e ben fatto. Oltre a tutti i pregi elencati si trova al centro di Taormina e non è poco! Ritorneremo ... CONSIGLIATISSIMO"|"Hotel Continental"|"05/07/2019"|"TRAINING"|"ce"
"Rossana Cosselli"|"Hotel molto grazioso, centralissimo, situato a pochi passo dal meraviglioso centro di Taormina, personale gentilissimo e disponibile. Camere pulite e spaziose, dotate di ogni confort necessario. Colazione ottima da gustare in terrazza con una vista mozzafiato che se ci penso ancora adesso è da brivido!  Ci torneremo sicuramente perchè ci siamo trovati davvero benissimo, complimenti per tutto, continuate così!…"|"Hotel Continental"|"05/07/2019"|"TRAINING"|"ce"
"Giramondo"|"A due e dico due passi dal magnifico lungomare di Reggio l’hotel offre camere spaziose, dall’arredamento spartano ma molto più che funzionale, dotate di frigo bar e bagni ampi e pulitissimi ( ho sfruttato varie volte la struttura e sono sempre stato soddisfatto). Alcune stanze sono con splendida vista mare ... altre danno sulla strada. Quelle vista mare sono non solo con vista migliore ma anche più silenziose ovviamente.  Meglio chiedere vista mare all’atto prenotazione anche se io sono stato bene in tutte. La colazione ( dalle 7 alle 10) e’ di soddisfazione. Non propone cibi caldi ma i dolci sembrano fatti in casa ... davvero ottimi ( meno le brioche). L’accoglienza e’ sempre ottima e la gentilezza non è mai mancata. Ogni volta che vado a Reggio alloggio qui.. e continuerò a farlo."|"Hotel Continental"|"05/07/2019"|"TRAINING"|"ce"
"Umberto P"|"A due passi da piazza Duomo a Taormina, hotel non nuovissimo ma ben tenuto, camera superior ristrutturata da poco, accogliente e pulita, colazione buona servita su una splendida terrazza panoramica. Antonio alla reception un esempio di cordialità ed ospitalità."|"Hotel Continental"|"05/07/2019"|"TRAINING"|"so"
"antoniafo"|"Il mio soggiorno a Taormina non sarebbe stato così piacevole se non avessi avuto la fortuna di pernottare in questa struttura. Gentilezza e disponibilità del personale, della reception ma anche della sala ristorante, pulizia delle stanze ed eccellenza della colazione rendono questo albergo uno dei più belli nei quali abbia mai pernottato. Non mi ritrovo affatto nelle recensioni negative che parlano di colazioni scarse e di camere vecchie: la prima era squisita e le seconde nuovissime. Un angolo di paradiso situato al centro di Taormina e che offre tutte le comodità idonee a rendere una villeggiatura memorabile. Complimenti!"|"Hotel Continental"|"05/07/2019"|"TRAINING"|"ce"
"angelo d"|"Hotel in posizione centrale dalle cui finestre nei giorni di sereno si puo' ammirare l'etna e la spaggia di Giardini Naxos, camere pulite e confortevoli, personale gentilissimo e sempre pronto ad esaudire ogni richiesta. Consigliato vivamente."|"Hotel Continental"|"05/07/2019"|"TRAINING"|"ce"
"Dolcesinfundo"|"Siamo rimasti molto contenti del nostro soggiorno, a partire dal check in dettagliato e accogliente, la camera molto pulita in ogni dettaglio, abbiamo anche preso qualcosa da bere al bar gentilmente accompagnato da un tagliere di deliziosi formaggi e per non parlare della colazione la mattina con un ottimo caffè con vista mare e monti (Etna), non ci sono parole per descrivere la gentilezza e l'attenzione di tutto il personale. Vivamente consigliato"|"Hotel Continental"|"05/07/2019"|"TRAINING"|"so"
"peppedif"|"Soggiorno molto piacevole e rilassante, con vista unica che racchiude il vulcano Etna ed il golfo di Naxos! Personale molto attento e meticoloso! La camera stupenda e molto pulita. La struttura dispone di una piscina con vista! Sono inoltre disponibili dei servizi navetta per il centro storico di Taormina ed anche per il mare! La colazione sia salata che dolce danno la possibilità, tra i vari prodotti disponibili, di gustare delle prelibatezze legate al territorio! Consigliatissimo!…"|"Hotel Villa Ducale"|"05/07/2019"|"TRAINING"|"ce"
"Tacla89"|"A seguito di una cena romantica e deliziosa presso il ristorante di Villa Ducale, che si presenta  riservato, curatissimo e con vista mozzafiato sull’Etna e sul golfo di Giardini Naxos, io e il mio compagno abbiamo avuto modo di pernottare ln una delle suite dell’albergo.  E che dire, tutto magnifico! La location più bella che io abbia mai visto, un vero e proprio angolo di paradiso !  La suite, pulitissima, elegante e spaziosa, gode di tutti i comfort. Anche in questo, cosi come per tutta la struttura in generale, si vede riflesso il buon gusto dei proprietari, gentilissimi ed ospitali !  La consiglio a chiunque volesse trascorrere dei giorni di paesia e relax a Taormina !…"|"Hotel Villa Ducale"|"05/07/2019"|"TRAINING"|"ce"
"CMI06"|"Posizione magnifica e panoramica! Hotel dotato di ogni comfort, facile da raggiungere, camere comode e moderne, personale gentilissimo e disponibile, colazione eccezionale. Paragonabile a pochi altri hotel in cui siamo stati, assolutamente consigliato,"|"Hotel Villa Ducale"|"05/07/2019"|"TRAINING"|"ce"
"Beatrice B"|"Location magnifica arricchita da uno staff professionale ed accogliente. Le camera sono dotate di ogni confort. Vista incredibile. Certamente consigliato e presto ritorneremo a soggiornare in questa struttura!"|"Hotel Villa Ducale"|"05/07/2019"|"TRAINING"|"ce"
"antonino1208"|"Sono stato ospite dell' hotel, servizio ottimo e personale qualificato e disponibile.La nostra camera bellissima e funzionale. Grazie all' hotel villa ducale che ha contribuito a rendere il mio soggiorno eccezionale"|"Hotel Villa Ducale"|"05/07/2019"|"TRAINING"|"ce"
"TravelAgency"|"La posizione: con affaccio sul Pantheon. La qualità dell’albergo: di gusto tradizionale, dotato di tutti i confort della categoria. Le camere: accoglienti, molte con vista sul Pantheon. Il personale: cordiale, preciso e premuroso. La colazione: sufficientemente ricca e assortita. Il rapporto qualità prezzo: buono, in relazione a quanto sino a qui elencato. Se volete trattarvi bene, qui lo potete fare. …"|"Albergo del Senato"|"05/07/2019"|"TRAINING"|"sp"
"Paolo B"|"Eravamo inizialmente dubbiosi più per la categoria del hotel che per altro invece siamo rimasti stupiti SERVIZIO, CAMERE,COLAZIONE da 4 stelle e conto da 3 stelle cosa volere di più (per favore NON CAMBIATE) aggiungiamo una posizione strategica ineguagliabile a mio parere perché ci si trova nel cuore del centro storico di Roma.…"|"Albergo del Senato"|"05/07/2019"|"TRAINING"|"ce"
"almo6099"|"Questo hotel è in una posizione ideale per esplorare Roma. Situato in Piazza della Rotonda, la finestra della nostra camera era a soli 45 metri dal Pantheon. Lo staff era gentile e molto accomodante. La nostra camera era molto pulita e confortevole, con una buona colazione continentale ogni mattina. La parte migliore è il bar sul tetto che abbiamo potuto sfruttare al meglio durante il tramonto. Quando tornerò a Roma questo è il posto in cui vorrò stare.…"|"Albergo del Senato"|"05/07/2019"|"TRAINING"|"ce"
"Andrea-Stefi"|"Vale da ogni punto di vista più delle 3 stelle formali. Per posizione, estrema cortesia del personale, ampiezza e pulizia delle stanze e dei bagni, mini bar, ecc. nel mio caso una matrimoniale: è davvero l'ideale per una coppia che voglia passare un we a Roma con un costo medio e concorrenziale rispetto ad un appartamento in B&B . La piazza del Pantheon è sempre piena di gente che va e viene ma l'albergo è silenzioso. Molto ricca la colazione . Esperienza molto positiva - unico piccolissimo neo non funzionava il bollitore dell'acqua in camera (ma a dire il vero non ne ho segnalato il malfunzionamento ne richiesto la sostituzione)…"|"Albergo del Senato"|"05/07/2019"|"TRAINING"|"sp"
"MiMatteo"|"Grazie! Senza saperlo, avete contribuito a rendere indimenticabile anche questa prima tappa del nostro viaggio di nozze. Avevo letto delle ottime recensioni e la posizione era di tutto riguardo. Avevo prenotato una camera Deluxe con vista, ma non mi aspettavo sicuramente l’unica camera dell’hotel con balcone sul Pantheon e anche la bottiglia di Prosecco al nostro arrivo è stata una cosa molto più che gradita.Grazie, per la gentilezza e disponibilità alla reception, grazie per le attenzioni nella pulizia e riassetto della camera, grazie per tutto.E’ “solo” un 3 stelle, ma ne vale molte di più.Bravi!"|"Albergo del Senato"|"05/07/2019"|"TRAINING"|"ce"
"lo5861"|"Sempre una garanzia vado al Senato da almeno 30 anni e mi sono sempre trovato benissimo . Posto fantastico servizio eccellente veramente un bel posto .naturalmente bellissime le stanze sul pantheon .Buona la colazione."|"Albergo del Senato"|"05/07/2019"|"TRAINING"|"ce"
"Albert F"|"Eravamo stati all'albergo altre due volte e come prima ci siamo trovati benissimo. L'albergo e' bello, curato e molto accogliente che rende il weekend romano ancora piu piacevole! La nostra camera al sesto piano dell'hotel aveva il suo terrazzo privato che dava sulla Piazza della Rotonda dandoci un panorama unico del Pantheon.  La colazione è buona e varia. La camera era assolutamente pulita e ben tenuta. Il personale era molto cortese e disponibile a ogni nostra esigenza. Ve lo consigliamo!"|"Albergo del Senato"|"05/07/2019"|"TRAINING"|"ce"
"ingdanilo"|"Posizione favolosa e camere classiche arredate con gusto visto il contesto offre pulizia e gentilezza ad un prezzo molto accessibile per quanto scritto sopra e con tutto  il centro Roma a disposizione in 5 minuti a piedi"|"Albergo del Senato"|"05/07/2019"|"TRAINING"|"sp"
"BRUNOB489"|"Hotel in posizione stupenda, personale gentilissimo, camere pulite e buona colazione.Sul terrazzo bellissimo bar all'aperto con visuale stupenda. Comodissimo lo spazio esterno davanti all'Hotel per fumarsi un sigaro o una sigaretta nella piazza per me più bella di Roma."|"Albergo del Senato"|"05/07/2019"|"TRAINING"|"ce"
"andrewfood"|"albergo accogliente e di classe, sono stato con mia moglie per lavoro e ci siamo trovati benissimo,comodo a tutti i servizi ed ottimo per visitare Roma. servizio attento e camere molto pulite. ci ritorneremo al prossimo viaggio. grazie"|"Albergo del Senato"|"05/07/2019"|"TRAINING"|"ce"
"TOPIS-T"|"Un meeting in questo hotel che e’ proprio su una piazza fantastica a Roma, davanti al pantheon.Facile da raggiungere, e vicino a tanti monumenti di Roma che si raggiungono in un attimo.Ambiente pulito e confortevole."|"Albergo del Senato"|"05/07/2019"|"TRAINING"|"ce"
"romy444"|"Sono appena tornata da una vacanza a Roma e ho soggiornato in questo bellissimo albergo..Posizione ottima di fianco al Pantheon..in centro storico...a pochi km dai migliori monumenti, che puoi raggiungere tranquillamente a piedi...L' albergo  con arredi raffinati ed eleganti, pulizia al top, e colazione molto valida. non per ultimo il personale gentile e disponibile.....sicuramente ci tornero'......"|"Albergo del Senato"|"05/07/2019"|"TRAINING"|"ce"
"NadiaGi71"|"Non posso che confermare tutte le recensioni precedenti. Camera standard ma con vista al primo piano dotata di tutto (compresi accappatoio e ciabattine). Riassetto stanza 2 volte al giorno (e vogliamo chiamarlo un 3 stelle???) colazione ottima sia dolce che salato, servizio di concergierie attento e sempre disponibile. In ultimo la posizione strepitosa. What’s else? La terrazza all’ultimo piano ad uso dei clienti dove d’estate è disponibile il servizio bar!!"|"Albergo del Senato"|"05/07/2019"|"TRAINING"|"ce"
"ercp"|"Tre stelle storico in posizione strategica, centrale e suggestiva: davanti al Pantheon.Camera un pò piccola ma curata.Ottima la prima colazione anche con frutta e succhi freschi.Prezzi abbordabili tenuto conto della posizionePersonale gentile.Difficile pretendere di più.Vale la pena tornare."|"Albergo del Senato"|"05/07/2019"|"TRAINING"|"sp"
"robertacresta"|"Ottima è strategica posizione, personale superlativo, pulizia e colazione eccellenti, unica pecca, l'albero di Natale non era all'altezza dell'hotel, poteva fare concorrenza a Spelacchio!Quindi lo consiglio vivamente"|"Albergo del Senato"|"05/07/2019"|"TRAINING"|"ce"
"FellowTraveler747858"|"Posto molto bello e accogliente comodo personale molto gentile ottimo lo consiglierei per un lungo week end. Sono stata benissimo e tornero presto appena possibile. Rapporto qualita prexxprezzo.ottimo"|"Albergo del Senato"|"05/07/2019"|"TRAINING"|"sp"
"melaguendy"|"Posizione perfetta,personale magnifico,camere splendide....ci hanno anche fatto un upgrade di camera,rispetto a quella prenotata.Colazione ricca di tutto,comprese crostate ,macchina automatica per i pancake, succhi,yogurt,brioches freschissime, bacon,uova strapazzate, diversi tipi di pane,focacce....e molto altro.Camera assolutamente deliziosa,spaziosissima e silenziosissima,nonostante la posizione assolutamente centrale.Provato anche il bar dell'albergo che offre aperitivo davvero buoni e ricchi.Personale,come dicevo,disponibilissimo,cordialissimo,gentilissimo.Un motivo in più per tornare a Roma, e torneremo presto."|"Albergo del Senato"|"05/07/2019"|"TRAINING"|"ce"
"Alberto M"|"Palazzo affascinante, posizione unica come la vista direttamente sulla suggestiva Piazza Navona. Personale gentile e disponibile. Le camere originali, di un design moderno e curato nei minimi dettagli e colazione buonissima. Niente di meglio"|"Lifestyle Suites Rome"|"05/07/2019"|"TRAINING"|"ce"
"Stufodifregature"|"Hotel eccezionale, posizione fantastica, personale di una cortesia e professionalità superiore. Camera favolosa con vista su Piazza Navona. Servizi in camera di livello superiore. Terrazza stupenda. Vale veramente la pena soggiornare in questo fantastico hotel."|"Lifestyle Suites Rome"|"05/07/2019"|"TRAINING"|"ce"
"Mario C"|"Una location unica con tutte le suite che si affacciano su piazza Navona con una vista mozzafiato. Le camere curate in ogni particolare offrono il massimo del piacere e del confort. Lo staff con discrezione offre cordialità ed efficienza . Il soggiorno in questa location regala un'esperienza unica nel centro di Roma"|"Lifestyle Suites Rome"|"05/07/2019"|"TRAINING"|"ce"
"Graziana F"|"Ho alloggiato in questo hotel per qualche giorno e devo dire che è sempilcemente... FANTASTICO! Le camere erano fantastiche e arredate con ordine e classe, affacciavano su piazza Navona... meravigliosa! Il personale molto gentile e attento alle esigenze di tutti."|"Lifestyle Suites Rome"|"05/07/2019"|"TRAINING"|"ce"
"federico19"|"Le suite valorizzano al massimo la veduta di piazza Navona una delle più belle del mondo. In particolare la suite dove ho soggiornato era prospiciente sulla fontana dei quattro fiumi e sulla basilica di Santa Agnese. Uno spettacolo unico. Le suite sono luminose e ben arredate in stile moderno e dotate dei più moderni conforts. La prima colazione offre prodotti di prima qualità e piatti espressi molto gustosi."|"Lifestyle Suites Rome"|"05/07/2019"|"TRAINING"|"ce"
"Francesca2592"|"ESPERIENZA UNICA . I proprietari così come tutto lo staff del Lifestyle sono persone eccezionali . Camere stupende, arredate con gusto e classe. Ogni stanza richiama un tema particolare e lo stile è conforme allo stesso. Tutte le camere hanno l'affaccio su Piazza Navona, aprire la finestra ti permette di godere di un panorama unico, tra i più belli ed invidiati del mondo . Pulizia e cura dei particolari sono tra i punti di forza di questa struttura perfetta ed impeccabile sotto ogni aspetto . La colazione è di una qualità superiore. Buffet con varietà di frutta, yogurt, salumi ( tra cui il pregiatissimo patanegra spagnolo ), torte preparate giornalmente, cereali, biscotti, pane e la possibilità di ordinare piatti espressi : uova, bacon, omelette e quant'altro . Non ci sono parole per descrivere questo posto, esse non basterebbero per decantare al meglio un luogo magico come il LSS di Roma . Bravi ragazzi, continuate cosi ! Siete voi con la vostra professionalità e attenzione la vera chiave del vostro meritato successo! Francesca"|"Lifestyle Suites Rome"|"05/07/2019"|"TRAINING"|"ce"
"antonellogrey"|"Hotel di altissimo livello, siamo rimasti senza parole, tutto perfetto pulito e comodo. Curato con molta attenzione ogni angolo della struttura, silenzio e tranquillità hanno reso il nostro soggiorno ancora più piacevole. Per concludere dalla camera una vista strepitosa. Sicuramente ci torneremo!!!CONSIGLIATO!!!"|"Lifestyle Suites Rome"|"05/07/2019"|"TRAINING"|"ce"
"Anna R"|"Ho trascorso un breve periodo presso il Lifestyle Suites per un viaggio d'affari e devo dire che la mia esperienza è stata di alto livello.Il personale è sempre stato molto gentile e preparato, le camere poi erano veramente belle ed accoglienti."|"Lifestyle Suites Rome"|"05/07/2019"|"TRAINING"|"ce"
"Trek18880977963"|"posizione fantastica, con vista su pantheon e piazza della rotonda a 2 passi dai luoghi più belli. Camera molto pulita e personale molto disponibile. Colazione a buffet in un bar di fronte all'hotel molto soddisfacente"|"Hotel Abruzzi"|"05/07/2019"|"TRAINING"|"ce"
"Adolfo Maria M"|"A prima vista non sembra interessante. Appena sali in camera ti accorgi che e' un hotel che non sembra confortevole ma lo è. Camere di livello superiore e, poi nel centro del centro di Roma, al Pantheon, che dire di più. La prima colazione si consuma in uno dei bar con tavolinetti all'aperto nell'incantevole piazza della Rotonda proprio di fronte al Pantheon. Che dire di più. Un'ottima scelta.…"|"Hotel Abruzzi"|"05/07/2019"|"TRAINING"|"ce"
"Bianco F"|"Credo che ci sia poco da dire, personale di ottimo livello e molto gentile, affaccio in una zona meravigliosa di Roma, colazione all'altezza della location ottima variegata e assolutamente fresca. E' un'ottimo albergo."|"Hotel Abruzzi"|"05/07/2019"|"TRAINING"|"ce"
