"utente"|"commento"|"hotel"|"datains"|"tipo_lista"|"labelpers"
"Patrizia P"|"È la seconda volta che visito Milano e per la seconda volta ho deciso di alloggiare in questo hotel. Vicinissimo alla fermata metro offre tutti i servizi essenziali. Camere molto ampie e pulite, bagni pulitissimi e grandi con tutti i servizi necessari. Colazione internazionale super abbondante, ci sono torte, crostate, croissant, cereali, frutta, ma anche uova, bacon, e chi più ne ha più ne metta. Personale gentilissimo e sempre disponibile per qualsiasi problema e necessità. La prima volta che ho alloggiato qui mi è subito piaciuto, la seconda volta è stata la conferma."|"Starhotels Business Palace"|"05/07/2019"|"TRAINING"|"ce"
"Cricri18"|"Penso sia la ventesima volta che torniamo in questo hotel e devo dire che le aspettative sono sempre meglio, le stanze sono spaziose il letto è veramente comodo e largo, ottima la colazione e lo staff ..... gentilissimo  e apprezzano gli amici a 4 zampe!!!!! Ci vediamo presto."|"Cosmopolitan Business Hotel"|"05/07/2019"|"TRAINING"|"ce"
"Mario V"|"Ci sono stato tante volte perché questo hotel per me è davvero insuperabile come qualità delle stanze, come buffet colazione, come gentilezza del personale. Mi aspetterei qualche prezzo più scontato ogni tanto…."|"Cosmopolitan Business Hotel"|"05/07/2019"|"TRAINING"|"ce"
"Laphonso80"|"Ho trascorso una notte in questo hotel per lavoro. Il personale è ottimo e cortese, le camere veramente confortevoli e la colazione abbondante e molto variegata. Consigliatissimo per chi passa da lì per affari."|"Cosmopolitan Business Hotel"|"05/07/2019"|"TRAINING"|"ce"
"Jkkerouac"|"Ottima struttura per chi lavora, posti comuni disponibili per incontri di lavoro.Camere ampie e ben arredate.Personale attento e disponibile.Colazione di livello.Ottimo rapporto qualità/prezzo.Wifi molto buono."|"Cosmopolitan Business Hotel"|"05/07/2019"|"TRAINING"|"ce"
"Raffaele M"|"Tutto perfetto in hotel. Degno di un 4 stelle. Niente da recriminare. Tutto nuovo e pulito. Il ristorante merita una nota di merito il personale molto gentile ed efficiente. Il cibo buono e i prezzi abbordabili. Una ottima scelta anche per cenare. posso solo muovere una minuscola critica per i tavoli troppo vicini ma proprio se voglio trovare un difetto quasi impercettibile. Consigliato, molto. Soprattutto il ristorante."|"Cosmopolitan Business Hotel"|"05/07/2019"|"TRAINING"|"ce"
"ferdisvago"|"L' hotel è  situato a dieci minuti di strada a piedi da porta napoli, moderno, pulito, davvero confortevole. Il personale è gentile . La colazione è ottima. I piatti del ristorante sono un pò particolari per i miei gusti. Ci ritornerò sicuramente"|"8piuhotel"|"05/07/2019"|"TRAINING"|"ce"
"AndPed"|"Come ogni anno torniamo al Cosmopolitan per una giornata di workshop! Tutto perfetto, dall'organizzazione della parte meeting al food/beverage sempre al top. Camere spaziose, pulite e letto SUPER COMODO! A presto"|"Cosmopolitan Business Hotel"|"05/07/2019"|"TRAINING"|"ce"
"FABIOan70"|"Pernottato con un altra coppia di ritorno da un matrimonio. Ho apprezzato la qualità delle stanze (spaziose e silenziose) e il letto matrimoniale di misure extra large. Ottimo servizio alla reception e super coccolati nella colazione. La struttura è moderna, con ampio parcheggio e vicino all'ingresso dell'autostrada.…"|"Cosmopolitan Business Hotel"|"05/07/2019"|"TRAINING"|"ce"
"Max G"|"Hotel in situazione strategica per business, con parcheggio ampio e gratuito. Camere spaziose e pulite, forse avrei gradito una migliore illuminazione sia in bagno che in camera.Letto ampio e comodo.Colazione davvero Super!"|"Cosmopolitan Business Hotel"|"05/07/2019"|"TRAINING"|"ce"
"Markaccio"|"Hotel ove la cortesia regna sovrana.Camere tranquille, ampie e pulite.Unico neo la posizione. Purtroppo se si vuole raggiungere il mare, essendoci la ferrovia di mezzo, si è obbligati a fare il giro “largo” passando dallo stadio, quindi o si prende l’auto o si deve fare un bel giretto."|"Cosmopolitan Business Hotel"|"05/07/2019"|"TRAINING"|"ce"
"Vir90"|"Ottimo soggiorno, ottimo albergo, ottima la pulizia e buonissima la colazione della mattina. Il personale gentile ed educato. Consiglio questo posto in quanto è anche vicinissimo al centro, con 5 minuti di macchina si arriva facilmente."|"Cosmopolitan Business Hotel"|"05/07/2019"|"TRAINING"|"ce"
"Ale D"|"Classico hotel business. Si trova in comoda posizione tra l'autostrada e la città. C'è un ampio parcheggio esterno. Le camere sono ampie e ben arredate, dotate di tutti i comfort. Zone comuni con piacevole bar, grande reception. Il ristorante è di buon livello, non il solito ristorante da hotel. C'è anche una piccola ma attrezzata palestra. In complesso una buon soggiorno molto confortevole."|"Cosmopolitan Business Hotel"|"05/07/2019"|"TRAINING"|"ce"
"Er tortellino"|"L albergo è bellissimo e molto professionale. Il ristorante altrettanto...si mangia bene e tipicamente la cucina marchigiana che è ottima...personale educato e disponibile.tavole apparecchiate bene ed eleganza nella struttura."|"Cosmopolitan Business Hotel"|"05/07/2019"|"TRAINING"|"ce"
"ferdisvago"|"L' hotel è  situato a dieci minuti di strada a piedi da porta napoli, moderno, pulito, davvero confortevole. Il personale è gentile . La colazione è ottima. I piatti del ristorante sono un pò particolari per i miei gusti. Ci ritornerò sicuramente"|"8piuhotel"|"05/07/2019"|"TRAINING"|"ce"
"LadyZ"|"L'hôtel é straordinario, la pulizia è molto curata, il personale gentile disponibile e accogliente. La colazione superlativa. Le camere sono molto belle e spaziose. Se dovessi trovare una pecca l'hotel è leggermente decentrato rispetto al centro. Esperienza da rifare."|"8piuhotel"|"05/07/2019"|"TRAINING"|"ce"
"Alessandra M"|"Nuovissima struttura, super moderna, stanze ampie, atmosfera con luci colorate in doccia, luce di cortesia toilette, arredamento moderno avvolgente, punti luce touch-screen con led blu il personale gentile e professionale, colazione favolosa."|"8piuhotel"|"05/07/2019"|"TRAINING"|"ce"
"Gessica"|"Uno dei migliori hotel della provincia.attenti a tutto anche ai particolari.pulizia maniacale ovunque.spesso pernottiamo qui cenando al ristorante dove qualità e cortesia regnano.gentilissimi ed educati.bravi"|"8piuhotel"|"05/07/2019"|"TRAINING"|"ce"
"Gianca S"|"Meravigliosa struttura, facilmente raggiungibile. Le stanze sono ampie, tutto tecnologicamente all'avanguardia. Da consigliare anche per la buona colazione con un'ampia scelta. Personale altamente qualificato e cordiale."|"8piuhotel"|"05/07/2019"|"TRAINING"|"ce"
"FM62"|"Hotel un po' decentrato ma a 200 MT dalla fiera. Col 28 in 15' si arriva in centro. Hotel recente, stanze sufficientemente ampie, bagno ben attrezzato. Buon WiFi , TV senza Sky. Colazione non proprio da 4*. Personale cordiale."|"UNAHOTELS Bologna Fiera"|"05/07/2019"|"TRAINING"|"ce"
"adocchiaperti"|"Ottimo hotel facilmente raggiungibile dalla tangenziale e a due passi dalla fiera di Bologna.Camere grandi, pulite e confortevoli. Molto comodo il phon in bagno potente e non come quelli che solitamente si trovano nelle altre strutture. Personale disponibile, colazione ricca e variegata per andare incontro a tutte le esigenze e a tutti i palati. Assolutamente da riprovare!"|"UNAHOTELS Bologna Fiera"|"05/07/2019"|"TRAINING"|"ce"
"andrewcana"|"Abbiamo pernottato una notte, scelto per la vicinanza al Parco della Musica. Ottimo b&b molto pulito camera tripla mto spaziosa con un bel bagno. Buona la colazione. A 5 minuti di distanza dai mezzi per il centro e dall'auditorium"|"Parioli Bed & Business"|"05/07/2019"|"TRAINING"|"ce"
"Flavia I"|"Ci sono stata con il mio fidanzato in occasione di un evento all'Auditorium Parco della Musica e posso dire di aver fatto un'ottima scelta. Il b&b è a pochi passi dalla struttura, si trova in una zona residenziale molto tranquilla e non molto lontano da Villa Borghese. Abbastanza varia la colazione (sala accessibile a qualsiasi ora) e confortevoli le camere (quella in cui ho soggiornato io, in particolare, era molto grande). Il proprietario è stato molto cordiale e ci ha fatti sentire a casa. Se avrò nuovamente necessità di soggiornare in zona, sicuramente terrò conto di questo posto."|"Parioli Bed & Business"|"05/07/2019"|"TRAINING"|"ce"
"Carlo F"|"Servizio ottimo e consigli su misura , Camera e bagno puliti e confortevoli .Colazione ricca e sempre disponibile . Vicino il sevizio di trasporto ATAC  per il centro Vicinissimo all'auditorium della musica ."|"Parioli Bed & Business"|"05/07/2019"|"TRAINING"|"ce"
"Luigi O."|"La zona chiaramente non è il massimo ma se devi andare a Bologna per lavoro è molto comoda perché non distante dal centro anche a piedi. L’albergo si stacca decisamente dal contesto urbano e vive di luce propria. Proprio una bella luce. Il format è quello classico della catena AC by Mariott: ospitalità, pulizia il tutto accompagnato da un design lineare, elegante e funzionale. A conferma che per gli AC il cliente è sempre al centro delle loro attenzioni."|"AC Hotel Bologna by Marriott"|"05/07/2019"|"TRAINING"|"ce"
"Giuseppe B"|"Buon hotel, situato vicino alla stazione e poco lontano dal centro, posteggio auto esterno limitato a poche autovetture e posteggio coperto a pagamento. Cordialità e disponibilità del personale non mancano, piccola palestra con vista panoramica sulla città, la camera nella media, pulita e con un grande televisore, ho gradito la bottiglia di acqua come forma di cortesia al posto della solita caramella o cioccolatino posato sul cuscino, la colazione di qualità ma da migliorare l'assortimento degli alimenti, la  caffetteria ottima e servita dal bar e non dalla immancabile macchina fai da te tutto fare."|"AC Hotel Bologna by Marriott"|"05/07/2019"|"TRAINING"|"ce"
"iAmo_Blog"|"Quando si sceglie AC Marriott non si sbaglia e difatti anche l'hotel di Bologna offre ottimo confort e un tocco di classe. Partiamo subito dall'unico difetto dell'hotel ossia il parcheggio esterno molto limitato che obbliga a parcheggiare nell'interrato a pagamento (15euro a notte). L'hotel è in zona fiera, prossimo comunque al centro città nei paraggi inoltre si possono trovare anche alcuni ristorantini. La camera è pulita con un bagno moderno ma con la vasca e non con la doccia. Il letto è molto ampio e comodo, con una tv degna di questo nome. Non abbiamo provato il ristorante, ma la colazione ha un'offerta ampia e di qualità. C'è anche una palestra nell'hotel con attrezzi Technogym.Hotel visita da iAmo_Blog"|"AC Hotel Bologna by Marriott"|"05/07/2019"|"TRAINING"|"ce"
"nonnamoro"|"L'hotel ci è piaciuto, pulito ed efficiente, gentilissimo e disponibile il personale, ottima e con amplissima scelta dolce e salata, la colazione a buffet, ben servito da autobus x raggiungere il centro"|"AC Hotel Bologna by Marriott"|"05/07/2019"|"TRAINING"|"ce"
"Daniele P."|"Abbiamo soggiornato quattro giorni in un Alpine Lodge.....hanno praticamente tutto!!!! Ottimo punto di partenza per le escursioni e poi, al rientro, tutti in piscina a rinfrescarsi. Esperienza splendida. Da provare. Ci ritorneremo senz'altro! Grazie"|"Camping Olympia"|"05/07/2019"|"TRAINING"|"so"
"stefaniabonini"|"Siamo stati in camper due notti in occasione della Cortina-Dobbiaco Run: splendida accoglienza e disponibilità ad ogni richiesta, personale gentilissimo è sempre presente. Il campeggio è organizzato, pulito , silenzioso e curato...è e rimarrà la nostra tappa in Val Pusteria!"|"Camping Olympia"|"05/07/2019"|"TRAINING"|"so"
"GlobeTrotting534439"|"È il secondo anno consecutivo che veniamo, in camper, io mio marito e due cani, e come l'anno scorso ci siamo trovati benissimo, cortesia, pulizia e ospitalità la fanno da padroni. Ottima posizione, consigliatissimo."|"Camping Olympia"|"05/07/2019"|"TRAINING"|"so"
"Elena F"|"Abbiamo alloggiato negli alpine lodge, e tutto era perfetto e perfettamente in stile montano. Il camping è situato in una posizione strategica, vicinissimo al lago di Braies e alle tre cime di Lavaredo. Personale gentile e disponibile per qualsiasi informazione o chiarimento.Ci tornerei mille volte!"|"Camping Olympia"|"05/07/2019"|"TRAINING"|"so"
"Roberta C"|"Ottima accoglienza e ospitalità in questo bel campeggio in Val Pusteria. Ci sono tutti i servizi necessari e spazio per i ragazzi. Bello anche il mini-zoo. Penso che in estate sia ancora meglio! Ci torneremo sicuramente."|"Camping Olympia"|"05/07/2019"|"TRAINING"|"so"
"carlofranz"|"Volevamo trascorrere alcuni giorni nella tranquillità e nella cortesia pusterese e al Camping Olympia non puoi sbagliare. Accoglienza impeccabile, servizi perfetti come sempre qui abbiamo trovato! Bravi!!!  Carlo & Silvana"|"Camping Olympia"|"05/07/2019"|"TRAINING"|"so"
"Francesca G"|"Ho soggiornato con la mia famiglia al Camping in Town per 3 giorni. Sono stata incuriosita da quel ragazzo con il cappello autista del calessino. Ci ha spiegato tutte le tipologie di itinerari che era possibile fare e abbiamo scelto il giro in città e campagna. Esperienza da non perdere!! Cultura e divertimento insieme.... Grazie davvero Sauro e tutto lo staff del campeggio."|"Camping Village Firenze"|"05/07/2019"|"TRAINING"|"so"
"Altoatesino"|"Ho soggiornato con la mia famiglia per due settimane al camping Torre Castiglione nel mese di Giugno. Nel complesso siamo stati bene e il soggiorno è stato davvero piacevole. Sicuramente ci sono alcuni aspetti da migliorare.  Abbiamo alloggiato nella mobilhome deluxe. Si tratta di strutture nuove, dotate di climatizzatore, una bella veranda con ampio spazio dove poter mangiare, un bagno piccolo ma dotato del necessario (doccia calda, bidet, lavandino, wc). Vi sono poi  due camere da letto, una matrimoniale ed una con due letti singoli. Se è vero che i materassi non sono grandi, è altrettanto vero che sono piuttosto comodi (aspetto fondamentale per il sottoscritto). Completa la struttura una piccola cucina con un tavolino. Sicuramente migliorabile la dotazione della cucina che risulta essere minimale (qualche posata e qualche piatto in più non guasterebbe). Ottima la pulizia dell’alloggio al nostro arrivo. L’accesso alla spiaggia è immediato, con 3 minuti a piedi si raggiunge la meravigliosa spiaggia privata del camping (ai lati c’è spiaggia libera). Abbiamo potuto godere dei colori meravigliosi che questo angolo di Salento offre. Nel mese di Giugno, personalmente ritengo sia ai livelli della Sardegna (anche superiore in alcuni casi). Completa la magica atmosfera la possibilità di prenotare l’ombrellone con la comodità di poter lasciare i vari giochi dei bambini per tutta la vacanza. I bravissimi bagnini (Matteo e Joele) sono sempre presenti e vigili su tutto e tutti.  La prima settimana di vacanza è stata allietata dalla meravigliosa animazione proposta dal capo animatore Enrico, affiancato da dj Pasquale e da Martina e Maridora (che hanno instaurato un bellissimo rapporto con i più piccoli). I ragazzi hanno saputo coinvolgere gli ospiti (sia i più piccoli che i più grandi) con un’animazione simpatica, varia e mai invadente. Durante la seconda settimana, nonostante qualche problema organizzativo, l’animazione è comunque stata presente anche grazie al supporto di Alessio. All’interno della struttura è presente un bar, un mini market (ben fornito) è un ristorante dove si può mangiare del buon pesce (o anche la pizza). I gestori ed il personale sono persone davvero gentili e disponibili sempre pronte a soddisfare i bisogni degli ospiti. Passando agli aspetti da migliorare: - una struttura 4 stelle a mio avviso dovrebbe prevedere Wi-Fi gratuito per gli ospiti, almeno nelle  zone comuni  - dotazioni della cucina troppo minimali  - lavatrici a disposizione degli ospiti sono un po’ datate e una delle 3 è stata fuori servizio per 14 giorni  - docce calde a pagamento per chi alloggia in camper  - campo da calcetto a pagamento  - chiosco in spiaggia ancora chiuso a Giugno (ritengo che all’apertura dovrebbe essere già tutto funzionante ed operativo).…"|"Camping Torre Castiglione"|"05/07/2019"|"TRAINING"|"so"
